ID	Tweet	Affect Dimension	Intensity Score
2018-Ar-03786	@SakheerSport ياخي انا خايف على قطر منك ، اخاف ينقلون المونديال للخفجي بدال قطر حسافه !💔	valence	0.313
2018-Ar-04144	استقبل صباحك بحفاوة وحماس وحب وكأنك في مقابلة لصديق مفضل استقبله مبتسما مشرقا وبعده سيتكفل برسم الفرح فوق وجهك❤☺ #قواعد_البهجه	valence	0.813
2018-Ar-03619	امتعاضي كان له أسبابا عدة كان حصارك لي أحد أسباب ذلك	valence	0.339
2018-Ar-04333	خايف من ايه مرعوب من نفسى 💔	valence	0.161
2018-Ar-01078	هو ليه كولو عايشلو قصه حب غبيه و شغال يكتب عنها و مجروح و الكلام ده و انا قاعد اتفرج	valence	0.281
2018-Ar-02397	وش هالكآبة بالاتراك الله ياخذهم كل نهايتهم حزن وبكبكا	valence	0.161
2018-Ar-00244	@Below19 أنا ضد مدريد حتى في حقهم بالحياة\nالمفروض يتم منعهم من التكاثر\nوالقضاء عليهم\nمو بس لحية خسارة كرة قدم\n\nالموت لمدريد\n😤😤😤😤😤😤😤😤😤	valence	0.391
2018-Ar-03105	لست #حزين 😀 و لست #سعيد 😌 و لست #متفائل 😊 😊 و لست #متشائم 😉 هناك شعور #يخنقني 🤔 🤔 يقف بينه 😒 و لا أستطيع أن #أفهمه 😁 أو #أحتمله 😃	valence	0.371
2018-Ar-01380	الناس اللي كيزداد الوزن ديالهم في رمضان انا أحسدكم 🙄	valence	0.500
2018-Ar-03917	✨ تقبل الله منا ومنكم ✨ وعيدكم بهجة لا تغادركم أبدا	valence	0.839
2018-Ar-02479	#ترفيه_تغريبي وزير فشل في القيام بعمله في اقل من ثلاثة شهور لاسلوبه و سولكه مع المواطنين يريد ان يغير اخلاقنا و مجتمعنا المحافظ	valence	0.234
2018-Ar-01073	كنت في حالة حداد وبكاء على حسابي اللي طار ااة واسوني تكفون	valence	0.281
2018-Ar-04121	@jannat_hoda هههه والمشكل لي عندو ؛! مظاهرات واحتجاجات واعتقالات بالجملة في غليان من شهر	valence	0.375
2018-Ar-01107	@AtallahAliaa نهايتها كسرت قلب 😡	valence	0.266
2018-Ar-03258	الأتراك تاريخهم اسود ملطخ بدماء المسلمين وغير المسلمين الله ينتقم منهم	valence	0.156
2018-Ar-03191	انت حد كويس ياض 😃\nقالك الدنيا مش كده 😏\nEmad A. Adel	valence	0.594
2018-Ar-00504	العيال في الشارع بيفرقعو ا قدام البيت. رحت  طاع وشاخط شخطه هزت ارجاء الشارع😂عينك متشوف الا النور الشارع كله طلع يشوف ايه البيحصل عاوز انام 💪	valence	0.500
2018-Ar-00824	انا اخاف كثير من الحيوانات بس احبها من بعيد لبعيد ودي اقدر اشيلها بدون خوف واعتني فيها هل فيه احد عنده حل خصوصا ان ودي ودي بس فيني رهبة	valence	0.242
2018-Ar-02263	مو أحياناً إلا دايماً\nضِحكتك جبْر خاطر.	valence	0.629
2018-Ar-02123	صباح التوفيق والرضا والسعادة وراحة البال	valence	0.922
2018-Ar-02483	#ArabsGotTalent ضحك مع مقلد اصوات الرسوم المتحركة	valence	0.813
2018-Ar-03916	هههههه الظاهر الواحد كان فاهم حجات كتير اوي غلط منها ان كان فيه كلام بيتقال وانا من عبطي افتكرتو عليا انا\nامممم بصراحه مش عارف اقول ايه 😕😞😟🤕	valence	0.391
2018-Ar-03572	كيف لحديثك أن يسرق تنهيدة من قلبي وقد كان لا يثيره الا حزن القصائد 💛	valence	0.563
2018-Ar-03952	الحياة كالمرآة نحصل على أفضل النتائج عندما نبتسم لها #ابتسم #ابتسامة_النجوم	valence	0.703
2018-Ar-03860	حزين ولست حزين على حزني إنني أفخر بهذا الحزن الذي يملئ صدري أفخر لأنه الهدية الآخيرة التي بقيت لي بعد الراحلين "	valence	0.210
2018-Ar-02145	أنتي مجموعة #سعادة في "قلب إنسان" 💜 😍 😘 بإنتظار اللقاء الملكي ع #نار 😭	valence	0.703
2018-Ar-02445	هاذا حظي من على الدنيا وعيت \nكلما اضوي شمعه بدربي انطفت \nمن جميع الناس ياربي وفيت \nليه بس الدمعة هي اللي معي وفت ؟!	valence	0.234
2018-Ar-01690	شبابه حلو والله ومجنون ودمه خفيف احب مسلسلاته القديمة	valence	0.734
2018-Ar-03235	@fm94a تتذمر شنو انت حقو تتجلد 35 جلدة في نص السوق العربي الساعة 2:30 ظهراً	valence	0.306
2018-Ar-00434	_ فرحت جدا ب فوز رويال مدريد \nمو لاني اشجعهم لا بس لانه بيتنا \nينعم بالفرح والسعاده كنه عرس \nواحد من اخواني	valence	0.839
2018-Ar-01273	@MMilka86 في منامي نحلم وانا نوم 💤 في قصور البهجة وشموع ضاوية .\nهيه هذيك هيا نشوف فيك تضيعي في وقتك و وقتي 😊	valence	0.661
2018-Ar-03099	ابو فيصل اليوم غباء زيدان هو اللي سمح البرشا بالفوز رغم انك تقول انك ضد اتقاد المدرب لكن زيدان ظلم اللاعبين من اجل بيل وبنزيما	valence	0.290
2018-Ar-00079	مفيش حاجة اسمها صدفة \nده مجرد جرس إنذار بيقولك خلي بالك فيه حقائق تانية في حياتك\nانت لسة ماشفتهاش	valence	0.328
2018-Ar-01964	من اكتر مخاوفي انه يصير لبيلا شي وانا حية ، بس دحين بفكر لو رموها بعد موتي ؟ اوو عذبوها او اي شي ؟	valence	0.167
2018-Ar-00570	خوف ارتجاف رغبة بالبكاء حنين فراغ في الصدر تفتت القلب رعشة الاضلاع افكار انتحاريةوجوه عابرة اصوات راسخة اغاني تزيد الحنين وانفاس تهد الحيل	valence	0.141
2018-Ar-01879	خايف امسح اي ورق من علي الموبيل او اعمل unsave لحد م اشوف هعدي ف ايه وهشيل ايه 😁 مع اني مكنتش بفتحهم اصلا غير ليلة الامتحان 😂😂😂	valence	0.578
2018-Ar-00626	كنت اقاوم النوم من امس بس عشان ما لي خلق للكوابيس و الحين مو قادرة انام.. متقبلة كابوس في قلب العصر عادي	valence	0.333
2018-Ar-01451	قالت لي #صديقة أنت #جميلة حين تبتسمي وهناك شخص يخشى أن تحزني كوني سعيدة ف #عيناك تصبح أجمل حين تفرحي وهاأنا #سعيدة بتطبيق نصيحتها 💕	valence	0.800
2018-Ar-03385	أنا زعلي بيترجم ف جسمي ف صداع و وجع فالضهر ضهري اتكسر م الزعل عليكي يا نور	valence	0.141
2018-Ar-03269	اللهم أبدل حزن أمي بفرح تبكي من شدته ، اللهم جنب والداي أذى الدنيا وأطل بأعمارهم وأحفظهم لي🖤🖤	valence	0.484
2018-Ar-00231	احلي بودي في الدنياا والله❤❤ كل سنه وانت طيب يا قلبي وسنه سعيده عليك يا رب وتحقق كل الي بتتمناه 💝 💝	valence	0.828
2018-Ar-03734	#افتحوا_ملفات_فساد_المجنسين ياليت تسحب الجنسية من المجنسين مالعب بالبلد إلا هم ،والمجنسين سبب هدم للبلد 😡	valence	0.203
2018-Ar-01484	- أبيك لو مرة توقف جنبي مابيك تكتب لي ولا أبي تقرا اجرح جميع أعضائي الا قلبي لأن القلوب جروحها ما تبرى :( #حب #حزن #ريتويت #احبك	valence	0.453
2018-Ar-01001	غاضب لدرجه افجر رحمك	valence	0.109
2018-Ar-03388	غيظ من فيظ هؤلاء القوم يعيشون حالة انكار فريده من نوعها تصريحاتهم اصبحت مثيره للسخريه حتى على المستوى الدولي	valence	0.250
2018-Ar-01321	#اسعد_امك_بسهم\nتصدق بنية ما تريد\nالوقف موجود اليوم بكرا مو موجود\nالوقف هذا لك بالدنيا والاخرة\nوالي خايف ان الوقف كذب\nالوقف كان بقناة بداية..	valence	0.694
2018-Ar-04292	ايه الحاجه اللي لو حصلتك دلوقتي تخليك #سعيد	valence	0.672
2018-Ar-01215	ألف ألف ألف نرفزة ع الصبح	valence	0.234
2018-Ar-04270	حين أفكر بفراقنا المحتوم يبكي البكاء طويلا ويشهق بالحسرة بالحسرة #الله_يعز_الوطن_ويعز_حكامه	valence	0.226
2018-Ar-02071	عندك همج زايد ودحلان ماعندهم مباديء جيرة وحسن ظن الله يناقم منهم عاجلا غير آجل	valence	0.359
2018-Ar-03121	فعل #قطر من غدر وخيانة ذكرنا بفعل صدام الأسود وغزوه للكويت الفرق أن الأول قزم فلجأ للطعن بالظهر والثاني طغى وتجبر فظن الظلم حق #خيانة_قطر	valence	0.266
2018-Ar-03817	نفسي أعرف إيه اللي يضحك في مختل بيرعب الناس و رد فعل طبيعي لشخص في موقف مرعب	valence	0.306
2018-Ar-02957	يقطع خفة الدم الي على الصبح 😑 شاركت برتويت الجريمة شكلي #محبط 😂	valence	0.547
2018-Ar-01687	و ليه أفرح لما ممكن أكتئب \nو ليه أتجوز لما أنا هنتحر 😂 \n#بهجت \n#ريح_المدام 2017 !	valence	0.500
2018-Ar-00339	محدش هيسال عليك في#غيابك غير اللي هيحس ان يومه ناقص من #غيرك	valence	0.438
2018-Ar-03245	على سبيل السعادة هاد اول رمضان الي بدون دراسة من خمس سنين .. 😌✌🏼 #راحة_بال  #اللهم_لك_الحمد	valence	0.839
2018-Ar-03036	مو محزني إلا مشجع روما تخيل انك تعيش حياتك ع البحث عن خسائر اليوفي أكثر من منجزات فريقك .. اووه صح فريقهم بلا منجزات	valence	0.339
2018-Ar-03206	أنا إنسان #ضائع هنا أتحدث عن أوجاعي وربما سأتحدث عن أوجاع غيري ستكون كمية كبيرة من السلبية موجودة هنا ولكنها تمثل حال الكثير	valence	0.219
2018-Ar-02367	علي الكلثمي جمع مابين الفكاهة والطموح والصبر تعلمنا منك أشياء كثيرة منها طيبة القلب وتسامح العفوية #علي_الفارس_الفخم	valence	0.594
2018-Ar-04267	ده انت الأمل في العيون.. و النشوة ساعة الجنون❤	valence	0.845
2018-Ar-04117	@Dhahi_Khalfan @TheBattar هههههه ثقافة مجاري وصرف صحي🚽✋ شو تتوقع منهم يعني! أرض جدك سوت مشاكل 😅	valence	0.516
2018-Ar-02895	كلي فخر بفريقي #بايرن لعب وقاتل حتى بعد الهدف الرابع لكن التحكيم كانت له الكلمة العليا	valence	0.714
2018-Ar-03530	الصراحة ضاق خلقي من الفعاليات حقت العيال فالعيد فجايه انفس عن غضبي بس مدري وش اقول تففوه عليكم ياعيال باي  #سعوديات_نطلب_اسقاط_الولايه349	valence	0.234
2018-Ar-01384	احس متوتره مو عارفه اسولف اعتذر	valence	0.219
2018-Ar-04079	وحين يتعلق الأمر بحلمك كن أصما تماما و لا تفتح مجالك السمعي لأصوات ضحكاتهم الساخرة حتى تكون أنت من يبتسم فالنهاية 👌 🏿	valence	0.565
2018-Ar-02235	مؤلم جدآ عندما يقف أمامك أب يشكوا حال أبنه وعيناه تنهمر بالدموع ويقول "عجزت في تربيته فماالعلاج" أيهاالأبناء والبنات أتقوا #الله في والديكم	valence	0.156
2018-Ar-04108	محاولة السعودية والإمارات ترهيب شعوبهم بالسجن هي محاولة للجم الاراء الحرة المعارضة لحصار قطر ودليل على ان هذه الشريحة هي الأغلب /3	valence	0.188
2018-Ar-00296	يوم جميل: 🌹 #فرحة أطفال #سماء ملبدة بالغيوم #لمعان البروق #صوت الرعد #وبدر ملهم❤	valence	0.844
2018-Ar-03383	ربما السالفه كذب لايوجد معلم يسويها لأنها مخالفه للنظام يعاقب عليها ربما يصل العقاب للنقل التأديبي أو التحويل إداري #معلم_لطلابه_لن_يرسب_احد	valence	0.375
2018-Ar-04041	معاك احس الرضا محتويني ليتني من بدايات عمري عرفتك .	valence	0.750
2018-Ar-03946	القلب ما يسكنه غير الهم و بوح و بكى #الهم من الحياه ما ينتهي و #بوح يهز و يزلزل عرش الضلوع و #البكى دمعه تنزل و لاحد يمسحه في نهايه انا راضي	valence	0.172
2018-Ar-04054	االلي #بيسامح دايما دة \n#خااااف من #زعلة😘✌✋👌👊	valence	0.484
2018-Ar-02307	تحذير السفاره الأمريكية تفجير ام بث رعب و ترهيب #السفاره_الامريكيه	valence	0.234
2018-Ar-02006	مش بالدموع هترجعني 💃	valence	0.359
2018-Ar-03525	اليوم ميلادها ويا عساها من اليوم لين الف سنه الضحكه تحتويها❤️	valence	0.806
2018-Ar-01268	صباح الوجوه المشرقة الباسمة 🍃 والعيون البارقة 🍁 التي لا ترى سوى كل شيء جميل 🍃 صباحكم سعادة تفيض من عبق الصباح 🌹	valence	0.900
2018-Ar-03185	احساس دايم بالفراغ والضجر .. \nوحوله كثير أشياء تملي الفراغات ..	valence	0.266
2018-Ar-00330	الأهم من الكتابة هو وضع اهداف قريبة وصغيره ، حاجه كدا اسمها #انتصارات_صغيره	valence	0.516
2018-Ar-04203	صور انهارده مُبهجة 💕💕	valence	0.859
2018-Ar-03772	@mn_20s @AmalAmoolah1420 @hindoooamro @samsang917 @abodi_0551 الله يسعدك ويشافيك ويعافيك ويجعلها آخر الاوجاع ياااا رب💐	valence	0.453
2018-Ar-02344	#يلعن ابو ام #الغيرة اللي بتعمل فالواحد كده 😠\nمحنا كنا كويسيين يعني 😂	valence	0.297
2018-Ar-03637	احنا بيهمنا زعل الناس القريبة من قلبنا فعلا الى هو لا دول ماينفعش يزعلوا ونفكر ازاى نراضيهم غير كدة لا ✋ 😀 😍	valence	0.453
2018-Ar-00822	بس احتاج انفس عن غضبي افكر بشعري اول شي مسكين حياته مهدده تبعا لمزاجي	valence	0.141
2018-Ar-03986	#حيوية_الربيع على طول خلك ماشي 🏃	valence	0.656
2018-Ar-00674	@LibyaAlhadath الحمد لله ربنا يبقى يشلهم فة اديهم اﻻرهابيين واللى بيمولهم كمان يا قتلة المسلمين فى كل مكان	valence	0.375
2018-Ar-02495	#هدوء #عمرو دياب #مزاج ❤️❤️❤️❤️❤️	valence	0.859
2018-Ar-02151	من باب إغاظة أهل العلم والدعوة وكل ما لديه غيرة على محارم الله لم يكتفوا بفتوى كراهة أو جواز سماع الموسيقى بل عدوها من أطيب الطيبات	valence	0.453
2018-Ar-00027	بس حرقتلي الفيلم امبارح 😡	valence	0.452
2018-Ar-00566	#إعلان #500500 يستحق جايزة اجمل اعلان لعام 2017 #بهجه #تفاؤل #لحن #إخراج عمل متكامل ويشجعك فعلا علي المساهمه في الخير ده #برافوو 👏 👏	valence	0.844
2018-Ar-01433	براقب واحد مش بيكلم كلمة ، الله ينتقم منه ..	valence	0.359
2018-Ar-00253	@DanyRyad  الله يبارك لكن توري ثقافتنا ماراهيش ثقافة الخمر و القمار انا لست ضد المسلسل علبالي كاين عداوة الاخوة والميراث لكن ازعجوني بهذه	valence	0.547
2018-Ar-02336	#سيلفي  دائما يحاولون يستفزونا مافيه احد يعمل كذا بامه ليه ماخلوا القصه  عن عيال بارين بامهم ليه دايم السلبيه والملعنه مصدر الالهام لهم	valence	0.453
2018-Ar-03714	@YSalfaisal انت اكثر شخص فرحان عشان تغرد وتفتح مواضيع😭	valence	0.578
2018-Ar-02789	#بسمة_ثغر ابتسم فالحياه قصيره	valence	0.766
2018-Ar-04016	_ يآخذني من قمة إعتآبي ب #ضحكه حتى خطاه #اتساهله لآ ضحك لي 💛 ء	valence	0.609
2018-Ar-03215	اقدر اجزم ان ثلاث ارباعكم ما جرب شعور الكآبة والاغلبية آخذينها من باب الكشخه قرف يع	valence	0.250
2018-Ar-03858	والله إن في قلبك بساتين من الفرح والسعادة والجمال فقط يحتاج منك إلى أن ترويه بقطرات من الثقة والتفاؤل والإيمان فدع عنك الهم	valence	0.766
2018-Ar-00790	قمة الراحة النفسية لم تشوف علي خان يغرد ^ ياخي تحس بسعاده ابديه موو	valence	0.750
2018-Ar-00997	ودي ابني بيت لفقير محتاجه ودي اشوف فرحته و اعطيه عمل كأني بنيت له بداية الطريق و هو يكمل بنفسه الله شعور جميل 😭 💙 ✨ #حلمك_مع_طلبات	valence	0.672
2018-Ar-00470	@anaahabiba17 تسلمى وتعيشى ربنا يسعدك ويهنيكى يا عمرى	valence	0.688
2018-Ar-02093	@almobarqa3a اي لاحظت التأخير بين التغريدات قلت اكيد مشغوله 😀	valence	0.550
2018-Ar-02891	⁦مرحبا أنتي جميله وهناك شخص يحبك كوني سعيده دائما لأن عيناك مذهله عندما تبتسمين 💘	valence	0.828
2018-Ar-02733	#حسرة كم كنت اتمنى ان تعيشي هذا اليوم معي في جو عائلي كما كنت في السابق اسرد لكي كل المستجدات لتفاصيل يومي وعائلتي	valence	0.236
2018-Ar-02073	#فرحة وطرحة #	valence	0.813
2018-Ar-04160	هزيمة الثورة بتتجلى وتبقى أشد وطأة ف اللحظة دي،اللي فيها المهتمين بالشأن العام ف ناحية وجموع البشر ف ناحية تانية مش مهتمين ولا شاغلين بالهم	valence	0.406
2018-Ar-00963	هو انتوا ليه واخدين التشائم و الخنقة المستمرة و العزلة و الكلام الدبش وتهويل المشاكل و كل صفة وحشة على انهم موضه !!	valence	0.344
2018-Ar-00217	@chelsawe_10 @Atheer_CR7 ي الله انك تجعله من نصيبي ابغى افرح 😊	valence	0.581
2018-Ar-01699	ايها النجم الرائع لقد اعطيتنا جميعا بهجة في حياتنا فكلما نجحت عوضتنا عن كثير من لم نستتطع تحقيقة	valence	0.766
2018-Ar-01132	#يعني_ايه_حكم_العساكر \nامبارح تيران وصنافير..! \nوانهارده الوراق ..! \nوبكره هيجي الدور على بيتك..!!\nقوم اصرخ ثور✊ \nكفايه خوف 😒 \nكفايه سكوت 😡	valence	0.234
2018-Ar-01426	ان شاء الله تكون كل ايامك سعادة و فرح ♥️	valence	0.887
2018-Ar-03323	@WadhaMa3yoof ضحكتج هذي تقول : أنطرني ، خل اروح انا بالاول بعدين اشوف موضوعك	valence	0.422
2018-Ar-00479	ربي اجعل امي سعيدة الدارين قريرة العينين لا تشكي هم ولا حزن ولا مرض واحفظها لي فهي لي الدنيا بأكملها❤️ 😴	valence	0.688
2018-Ar-01417	سعيد 🙈 😻 ربنا يسعدك دايما بالخير 🙋 ❤ وينور قلبك بالفرح والسعاده يارب دايما 💕 🍫	valence	0.828
2018-Ar-03098	هل تشعر بالكتمه أو الم خفيف في الصدر أو الحلق اثناء الجهد و يذهب عند التوقف عن الجهد بدقائق قد تكون إنذار لجلطة القلب- لا تتردد في زيارة د	valence	0.242
2018-Ar-01053	@maabelfatihali 💟💟💟💟 السنه الجايه مجهجه ليك ف خطوبتك 😂😂	valence	0.828
2018-Ar-00347	عند حلول منتصف الليل ازداد قلقنا وخوفنا عليها امي تدعو من جهة واختي تدعو من جهة اما انا اشاهد نافذة وفي هذه ليلة لم ينم احد	valence	0.219
2018-Ar-04354	لا تدققيين والله ضغطي مرتفع وزاقة معي 😓	valence	0.266
2018-Ar-00697	اعلان ٥ ٥ وصل الرسالة بطريقه مريحه نفسيا 🙊 😍 😍 #بهجة ❤❤	valence	0.703
2018-Ar-02853	بعد الفجر اللي الظالم وصله فأنا كشخص سلبي مكتئب شايفة ان مفيش فايدة وربنا كبير بقى	valence	0.266
2018-Ar-00035	اكره شي بتويتر المريض اللي يسويلك فولو ويلعن خيرك رتويت ويمنشن كل تغريده وبس تسويله فولو يسويلك انفولو كل هذا عشان يجمع فلورز #مريض	valence	0.375
2018-Ar-00048	@Mwjrdocoe8389 كلزق يارافضي انت عار العراق انتم كلكم دجاج .. لايمكنك اشعال الفتنة بينن دول الخليج والعراق 😡	valence	0.141
2018-Ar-02821	صارلي شي مية سنة مشلوحه بهالدكان ، ضجرت مني الحيطان و مستحيه تقول\n*القعدة في الاوضة بين الكتب و الملازم*	valence	0.281
2018-Ar-02561	انت شايف كده الكلب ده مكمل يا شوقي وراه اسرائيل و بينفذ اجندتها بالكامل بيموتوا مصر بيخنقوها #حسرة	valence	0.234
2018-Ar-00495	ضع قدمك علي اول طريقك للنجاح وعيناك عند اخره - يشعر بالحماسة	valence	0.703
2018-Ar-01532	@Sara_Ezat1 لا مش حاجه عامة،  زي المصريين فيهم كويسيين جدا وفيهم عربجية 😀، وفيهم دمهم تقيل  بس 😀	valence	0.531
2018-Ar-02081	@I8l8lI ليه مبعد وانت داري اني .. حزين!\n\n^ صح بوحك 🌹	valence	0.281
2018-Ar-00078	من المؤسف حقا أن تبحث عن الصدق في عصر الخيانة وتبحثعن الحب في قلوب جبانة *	valence	0.265
2018-Ar-02847	@ZenaALObede اي زينة المسلسل قوي اذا متتحملين لا تشوفيه احسن مشاهد قوية وكل شيء بيها تحسين بغضب، بقرف، بحزن،... \nتتخبلين من هيجي شيء	valence	0.387
2018-Ar-01695	من أرآد فهمك بشكل خآطئ #سيفعل حتي وإن وصل به الحد الي أن يعتبر كلمة شكراا #إهانة	valence	0.210
2018-Ar-00001	تخيلو معي افني حياتي كلها لرجل اكوي واغسل واطبخ وأحيانا تبني معه وفي النهاية بكل برود يهب حياته كلها لثانية قشعريرة مزعجة	valence	0.250
2018-Ar-01254	أمر غريب حين تجد اكاونت بتويتر يضج بالحياة والموسيقى والرقص والألوان وبعد التعرف إلى صاحبته تجدها في عزلة واكتئاب	valence	0.281
2018-Ar-02772	ستدفع الكويت وتستلم حماس ويطلع زنادقتها يمدحون ايران قبحهم الله	valence	0.323
2018-Ar-03104	اللهم لا تخزنا يوم العرض عليك الدعوة فيها كمية هلع و ذعر كبيرة حرفيا لما بسمعها بيتنقلوا ليا اضعاف 🙈	valence	0.391
2018-Ar-01163	شعور عظييمم طلعت كل الطاقه الي فيني وفرغت الطاقه السلبيه الي فيني من المدرسه والضغط الي كنت احسه أحس بسعاده شعور م ينوصف والله 😢 😪 ❤❤	valence	0.677
2018-Ar-01896	#قطع_كهرباء_الرويس_جريمه2 #حي_الرويس ما سيحدث من قطع الكهرباء ستعيد الحي للعصر الحجري ناهيك عن ذعر الاطفال والعجائز وسؤ حالة المرضى	valence	0.161
2018-Ar-02520	ميهمش اصل ساعت #الضيق\n\n#بتعرفك مين بايعك ومين شاريك😗😗	valence	0.234
2018-Ar-03338	مضطرب إنفعاليا	valence	0.188
2018-Ar-00036	#اسامه_فقيه_بالمعزب السعادة ليست حلما ولا وهما بل هي تفاؤل وحسن ظن بالله وصبر بغير استعجال	valence	0.703
2018-Ar-01521	هابي بيرثداي 🎈 سنه سعيده يارب و كل ايامك حلوه مثلك ✨ ❤️	valence	0.766
2018-Ar-03464	#غرد_بدعاء_مع_فوضة_مشاعر ربي أنت الوحيد الذي تعطي ولا تمن بعطائك انت الكريم ربي رجوتك فرحة تسر بها خواطرنا 💓	valence	0.645
2018-Ar-02198	صباح الخير ✋ 🏻 صاحية من النوم عندي رغبة شديدة في اني البس فستان حلو وهيلز واظبط نفسي وأسهر أحضر حفلة لطيفة كده في مكان لطيف مثلا يعني 🤷 🏻 ‍♀️	valence	0.719
2018-Ar-01479	هه غانم الدوسري ياجماعه انسان مجنون انا اعرف عنه كل شي شخص غير سوى	valence	0.344
2018-Ar-00794	ي الهادي وعلى الحزن بادي ابتسم وخلك مبتهج وكون احسن من العادي غدا اجمل غدا افضل والعمر لسى ب اوله وباقي	valence	0.516
2018-Ar-01880	@KhaledYoussef يلعن ابو اليوم ال شفناك فالبرلمان انتو انتهيتو بالنسبه للشعب خوفنامن الاخوان تدخل البرلمان الناس اختارو اي حد بس ميكنش. اخوان	valence	0.217
2018-Ar-02449	@RoRita_mortada بستعجل لي خطوبتك الفي العيد دي انتي قايلة شنو 😂😂	valence	0.500
2018-Ar-03367	#براءه_ساحره_الرياض \nلا يشيخ اسألك ب الله انت ووجهك براءه وين ب العقل هي قالت راح اتوب والهلع الي جاها في الموقف اكبر دليل ع انها ساحره😷🔕🚶	valence	0.531
2018-Ar-00385	والقلب مجروح	valence	0.234
2018-Ar-02489	عبودي رافع ضغطي عندنا ولد جار يشبه عبودي ودي اتوطأ في بطنه وبطن عبودي	valence	0.371
2018-Ar-03253	أنا أكتر واحدة كانت بتخاف من الخسارة بأخاف من الفشل بخاف من نظرة الناس بأخاف من الفراق كنت جبانة وخوافة من كل حاجة خوف كان مانعني من الحياة	valence	0.266
2018-Ar-02390	@n0_marlb0r0_red صور الفضاء .. انا ماقدرش اشوف جوجل ايرث بيفتح مثلا مسحت الآب ، ممكن اصرخ من الرعب لو شفت صور كواكب 😖 😅	valence	0.391
2018-Ar-00390	كل عام واعيادنا اجمل بوجود والدينا وهم بصحه وعافيه وجميع افراد عائلتي الغالية كل عام والجميع بخير	valence	0.766
2018-Ar-03159	هواء خوف توتر إرهاق نوم جوع قلق أرق كل شي كل شي	valence	0.161
2018-Ar-00140	ياارب تكونوا سبب فرحة امي بالايفوون 🙏 😍 ياارب وفقني 💔 ٢٩ ابريل ٢ ١٥	valence	0.719
2018-Ar-01567	هب لنا ي الله من نسيم كونك #رضى ثم #فرحا ♥⚘ صباح الخير 🌼 🍃	valence	0.766
2018-Ar-02246	مجرد ابتسامة وحدة بتهز شدة صلابتي	valence	0.750
2018-Ar-02513	قبحهم الله بئس المصير خانوا دينهم وأوطانهم حثالة الفكر المجوسي	valence	0.266
2018-Ar-02672	حسبنا الله ونعم الوكيل #ظلم #قهر #خيانة	valence	0.141
2018-Ar-02465	محادثة بسيطة بمثآبه حضن وشويه كلآم يخلق الراحه مِن الشخص المطلوب .. واحنا بخير 😴❤️..	valence	0.703
2018-Ar-00528	ما راح اسمح لنفسي اظل جبانة هذي هي خطوتي الاولى وراح اتحمل نتيجتها على الرغم من الخوف اللي يقبع داخلي	valence	0.387
2018-Ar-03807	لا شيء أجمل من غسل الحزن بإبتسامة وإطفاء الضيق بالاستغفار ابتسم ليس بالضرورة فرحا وإنما ثقة وتفاؤل بأن الله لن يخيب ظنك 🌺 صباح التفاؤل	valence	0.797
2018-Ar-01545	اكره صوتي لما يكون فيه بحة بكى اكرهه شكلي وانا احاول اتكلم بس مخنوقةة من داخلي اكرهه عيوني لما تدمع ب الوقت الغلط 💔 #نوبة #خروج #حكٱيہ_غيم	valence	0.323
2018-Ar-00763	الولد اللي بيضرب الكلب ده في الفيديو انا مش عارفه أشتمه ازاي 😡	valence	0.219
2018-Ar-04128	@cherryredwine__ ايه المشكله يبقى ١٥ حلقه وينزلوا حلقتين ف الاسبوع , التشويق هيزيد ومش هيحتاجوا مط	valence	0.581
2018-Ar-01582	كل عام وأنتم بخير وتقبل الله منا ومنكم صالح الاعمال #افراح_العيد	valence	0.906
2018-Ar-02277	يعني لسه مخلصين الاربعاء .. الشهادات الاحد 😟 دحنا حتى لسه صاحيين من يوم الاربع😂😂 #رعب_الشهادات	valence	0.597
2018-Ar-02635	الحمدلله اذا حسيت اني مرضيه ربي احس بسعاده داخليه ليت اللذي بيني وبين الله عامر واالذي بيني وبين الناس خراب	valence	0.828
2018-Ar-00259	ظلينا نتكلم ساعات ساعات رتبت فيها نفسي وبكيت فيها مخاوفي مازلت أحس بشعور غريب وكأني رحلت من البيت للتو وهذا الشعور أقدر أتحمله	valence	0.406
2018-Ar-03058	#كفى #الآن, #كفى \n\nعلى #الشعب ان #يثور #ويغضب  #ويقول #كلمته\n\n#تسقط #حكومة  #الإنقاذ\n\n#الطابور #الخامس	valence	0.313
2018-Ar-00974	لاضايقك كلامي لاتسكت ❗️ \nمابي عتابي يوجعك ويكون قآسي💔	valence	0.387
2018-Ar-03107	طبقا للبرلمان الجديد \nانا بدور علي اسم لنفسي \nمعيش فلوس ادفع الغرامة 🤣🤣🤣ا\nطول عمري اقول \nانا مش انا يا دكتور 😠😠😠😠	valence	0.371
2018-Ar-02274	هي مش فرحه بندق لا هي حفله بندق😂😂🏃🚶دايره يابا \n\n#فرحه_بوندق	valence	0.823
2018-Ar-00315	#اعتداء_تكارنه_علي_رجل_امن اثق ثقة تامة بحزم الأمير خالد الفيصل والله راح تصيرو عبرة ياكلاب افريقيا لغيركم من الجاحدين لخير البلد	valence	0.281
2018-Ar-01979	إلى متى سيرفرات #EA يعني الواحد مايقدر يستانس لو يوم العب ثلاث امباريات وراء بعض وكل شوي يفصل الله يسخط عليها سيرفرات 😠💔	valence	0.452
