ID	Tweet	Affect Dimension	Intensity Score
2018-Ar-01081	@_NoMear الفيديوهات دي ممتعة قوي و  بتعصبني 😠	anger	0.712
2018-Ar-03242	ايش يدورو هاذولا الطيارين فق بلدنا لا احد يردهم الله ينهيهم والي وضميراهم الجحيم انشائ الله مئواهم ا امين غضبي على من قلا فيىالئدجبي	anger	0.781
2018-Ar-02004	@najwakaram نتخطى الحزن مش لاننا مانشعر فيه ، لاني مابحب غيري يحس فيه. دُرر💎 يانجوى وهيدااااا حكييييي 👏🏻😍	anger	0.297
2018-Ar-00626	كنت اقاوم النوم من امس بس عشان ما لي خلق للكوابيس و الحين مو قادرة انام.. متقبلة كابوس في قلب العصر عادي	anger	0.422
2018-Ar-00715	@Ezlam هي غريبة جدا عموما، ٣/٤ تويتاتها condescending.. حساها محبطة و غضبانة وناقصها حب. مش مبرر، بس يمكن تفسير لأتتيتيودها.	anger	0.453
2018-Ar-02385	جاء العيد متوشحا بذاك العلم ليقول لهم : ها هو جاءكم شهيدا قلا عيد للايتام #قسوة	anger	0.515
2018-Ar-01580	كان بأستطاعتك أن تداري سوء مزاجي ونبرة الهلع في صوتي وال"لست على مايرام"المختبئة خلف" بخير" كان ب امكانك فهم تناقضاتي	anger	0.406
2018-Ar-03875	للاسف ماكنت قضيه مغريه ل انتقم منك انت حدث تافه مايغوي خبثي حتى 😌 👋 🏻	anger	0.406
2018-Ar-03258	الأتراك تاريخهم اسود ملطخ بدماء المسلمين وغير المسلمين الله ينتقم منهم	anger	0.688
2018-Ar-02684	اكسر كل شي بالطريق تبه غضب شديد ✨ 🌸	anger	0.609
2018-Ar-00610	حكم العسكر عار و خيانة #تيران_وصنافير_مصرية	anger	0.797
2018-Ar-03195	#اهالي_القصب_متذمرون_من_stc من خذ الهلال الدوري والدعوى مدحدره في العالم كله .. لكن توصل فيكم المواصيل للقصب كذا كثير .\nالا الولايه 😍	anger	0.406
2018-Ar-02403	لما اشوف تشكيلة #يوفنتوس و بنش الاحتياط ارتاح قليلا لكن بمجرد تذكر تعادلنا مع أتلنتا و أودينيزي انزعج و اتضايق كل ما أخشاه تهور اللغري	anger	0.453
2018-Ar-00108	تعبان وجهى و دموعى قهرتنى #موجوع_قلبى 💔	anger	0.452
2018-Ar-00942	مش مسامح منة شلبى ع اللى هى عملته فى واحة الغروب 😤	anger	0.348
2018-Ar-03624	غضبوا وملأوا العالم بصراخهم: #الرقة تذبح بصمت وعندما تذبح علنا وتحرق ب #الفوسفور_الأبيض هدأ بالهم والتزموا الصمت #adnan_sherif	anger	0.656
2018-Ar-01021	لأول مرة أشعر بأنني وحيد وبأنني أملك مصيري بيدي شعور بالفزع انتابني حين شعرت بأن لا ملجأ إلي سواي - سعود السنعوسي / ساق البامبو	anger	0.471
2018-Ar-01701	مش عارف ازاي بتستحملو تقفوا مع بعض وتتصورو وتاكلو وتروحو وتيجو وانتو كل واحد فيكم شايل للتاني ضغينة وخبث وحوارات وحاجة قرف نضفوها من جوا 💀 🚬	anger	0.688
2018-Ar-00842	om hassan | أم حسن\nقاطعوا المحل الغير محترم ده فى مدينة نصر  .. اعتدى على بنات بالضرب علشان منتقبات ومختمرات .. النجاسه فى ازهى صورها	anger	0.875
2018-Ar-00961	@Shaa8r انا اول ماشفته رمى النضارى\nجاء ببالي جرس الإنذار الي ع الباب وانه بيورطه	anger	0.298
2018-Ar-01714	الرد الحقيقي كان في #حماة حيث عميت أبصار حساد القوم طبلوا لأمريكا بقتلها 6كلاب منتهية صلاحيتهم وشككوا بمن سحل 200 كلب صوت وصورة #حقد_السفلة	anger	0.641
2018-Ar-04072	مؤلم.. تدرس وتدرس ووقت تدخل الإمتحان تنسى كل شي\n#فوبيا_الامتحانات	anger	0.469
2018-Ar-00089	عارف لما تكون متوقع من حد حاجة وتطلع العكس هو ده #الوجع 💔 💔	anger	0.455
2018-Ar-02832	@Bent_Marzouq @Estabraq02 لازم ايقافهم عند حدهم😠نواب أمه ماينشد فيهم الظهر	anger	0.621
2018-Ar-00161	...\nالسكوت عمره ما كان علامة رضا السكوت نفاذ صبر ووجع بس انتو اللي مبتحسوش...💔\n\n....	anger	0.578
2018-Ar-01140	@Bvsil__ الا جمال وبس انتهى لعد تحطم بنفسك😠	anger	0.531
2018-Ar-01751	رمضان كريم جوع وعطش وفوران دم ونرفزة على الكل وعما يعارك ذباب الوجه وابالآخر يقول رمضان كريم	anger	0.703
2018-Ar-01350	استياء شديد من حقارة برنامج #الصدمة الممول من #السعودية ويذاع علي قناة الدعارة #MBC #قاطعوا_قنوات_mbc #الاعلام #ماسبيرو #رمضان	anger	0.794
2018-Ar-02733	#حسرة كم كنت اتمنى ان تعيشي هذا اليوم معي في جو عائلي كما كنت في السابق اسرد لكي كل المستجدات لتفاصيل يومي وعائلتي	anger	0.452
2018-Ar-03107	طبقا للبرلمان الجديد \nانا بدور علي اسم لنفسي \nمعيش فلوس ادفع الغرامة 🤣🤣🤣ا\nطول عمري اقول \nانا مش انا يا دكتور 😠😠😠😠	anger	0.452
2018-Ar-03465	هه لا الوضع مو طيب معاك يحتاج لك دكتور متخصص لا تتردد بالتواصل معنا عشان نشوف لك حل	anger	0.176
2018-Ar-03294	لا حزن يشبه حزن القلب على الميت ولا شوق أصدق من الشوق للميت اللهم ارحم عبدالله بقدر ما كان وجع رحيله أعظم من أن يتحمله بكاء	anger	0.453
2018-Ar-03308	احس بحنقه و غضب و غيظ و اعهيعيهيعهيهيعي :) )	anger	0.623
2018-Ar-02868	بحسد الناس اللى عندها قدرة انها تتعامل كويس مع شخص وهم واثقين انه خبيث وحقير لمُجرد انهم يريحوا دماغهم ويتقوا شره.	anger	0.419
2018-Ar-01708	انت بتخاف تبص ع بنات ليه عشان خايف ع اللي معايا 💜 #راجل	anger	0.141
2018-Ar-01036	يمكن مر بنوبة غضب كسر الدريشة و بعثر المكان بنفسه	anger	0.469
2018-Ar-00554	@Fjuhani8 اافف اففف ايش الجمال هذا خلاص شبعت من الصوره😤💕💕.	anger	0.281
2018-Ar-00953	صباح الورد على عائلتي الكريمه الجميله وعلى كل من احب انا اغضب ل غضب الله وكلي غضبي من اجله سبحانه 🙏	anger	0.250
2018-Ar-02244	مرحبا نجمتي أنا يائس ومكتئب ومنزعج جدا حتى أن صوتي قد بح من شدة حزني خذي بيدي فأنا مشارف على الوقوع بتلك الحفره مجددا 😴 🌌	anger	0.545
2018-Ar-01391	@h_emx89 @zodiachoroscop1 الاسد اصلا بقاله فتره  زى الخرا فعلا و كله تعب 😡	anger	0.578
2018-Ar-03696	@AlArabiya كله جيش ايراني مافيه لاعراقي ولا سوري الا الخونة منهم قبحهم الله	anger	0.844
2018-Ar-01852	@audinasser والله كفايه 😤	anger	0.406
2018-Ar-00629	نظرة تأمل وتفكير لسنين مضت بلمح البصر مليئه بذكريات حزينه وفراق وخيبة أمل رسمت على ملامحها تجاعيد الزمن	anger	0.422
2018-Ar-01308	للحين متنرفزة من اخر سؤال شسوي اختي 🤗 واللي يقهر انه تافه وسهل 🤗 🤗 🔪 ' '	anger	0.581
2018-Ar-00128	بعد سنين وعمر طويل هكذا تصبح خائن حقير جاهل وانت تصف معنا أيها الخائن اي خبث وأي دناءة وأي نجاسة وأي قذارة هذه	anger	0.766
2018-Ar-01747	انا غاضبة ورائحة افواه الصائمين تزيد من غضبي اكثر #قرف	anger	0.809
2018-Ar-00347	عند حلول منتصف الليل ازداد قلقنا وخوفنا عليها امي تدعو من جهة واختي تدعو من جهة اما انا اشاهد نافذة وفي هذه ليلة لم ينم احد	anger	0.424
2018-Ar-01955	ما فيه جوائز قيمه للي يقسون بالكلام "ببشاعه" هدو الوضع.	anger	0.422
2018-Ar-00994	وصلني ع الخاص منذ قليل من صديق: ”أكثر الناس حرصا على عدم إثارة الفزع في قلوب العصافير هو الصياد "	anger	0.227
2018-Ar-02613	احتاج احد يضحكني ويدلعني ايش هذا مليت من النكد	anger	0.212
2018-Ar-01107	@AtallahAliaa نهايتها كسرت قلب 😡	anger	0.621
2018-Ar-01845	أين المسئول الذي ينزل للشارع ليسمع معاناة المجتمع والناس	anger	0.515
2018-Ar-03136	مجتمعنا عبارة عن : مشهور بلا سبب وشاعر بلا شعور ومتدين بلا اخلاق وحبيب بلا زواج وزواج بلا حب وصديق بلا صدق #للأسف	anger	0.500
2018-Ar-01327	هو ممكن اكسر هجاز التعداد جهاز غبى غبى وبطئ - يشعر بالإحباط	anger	0.712
2018-Ar-02950	@FatimGuc99 @Tatiimah اهم فيه شعلله لو على خفيف 😂 اصلاً الشعلله الزايده ذي مو عاجبتني سببت لي توتر اخاف يفوتني شي	anger	0.371
2018-Ar-00091	ايمتى باقي الناس حتستوعب انو 😊 no longer بعبر عن ابتسامة؛ إنما كمية نرفزة أكتر من 😡	anger	0.531
2018-Ar-02602	الناس مبقاش في قلبها رحمه ولا انسانية يعني ايه واحد يخبط واحد علي البحر يروح مكمل عليه و ماشي وسايبه هو ده انسان ؟! بجد ربنا ينتقم منه	anger	0.811
2018-Ar-00151	ويش حيلتي لاصرت اسولف في فراشي احكي لنفسي ونفسي تشتكي قسوة زماني لاسامحك ياذي تعكر لي مزاجي	anger	0.641
2018-Ar-01247	احب الناس الي وجيههم تعكس انفعالاتهم، حزين،مبسوط، قلق.. يساعدني اني اعرف اتعامل معاه بإنفعاله وما اتمادى بكلام لا يناسب انفعاله.	anger	0.235
2018-Ar-02954	#اهالي_القصب_متذمرون_من_stc\n\nبرج الاتصالات مافيه الا شريحه وحده فور جي اللي تشتغل وعليه ضغط مو طبيعي	anger	0.591
2018-Ar-00804	انتو حتى عقولكم ممنوعه من سماع الراي الاخر وممنوعه من قول الحق بدليل مستشاركم الي مسح تغريدته هذا مب خوف وترهيب للشعب	anger	0.625
2018-Ar-00570	خوف ارتجاف رغبة بالبكاء حنين فراغ في الصدر تفتت القلب رعشة الاضلاع افكار انتحاريةوجوه عابرة اصوات راسخة اغاني تزيد الحنين وانفاس تهد الحيل	anger	0.470
2018-Ar-01669	الحمله لم تأتي من فراغ بل استياء حقيقي من STC نظير سوء الخدمات من انقطاع وضعف وسوء التعامل والاستخفاف بالعميل #مقاطعه_stc_لصالحكم_346	anger	0.688
2018-Ar-02303	@drama_nnn اللهم اني صائم مش رح اسب عليكي😤	anger	0.529
2018-Ar-01156	@Belal_alfadli @Sarahah_com عادي أسخط و أعترض أنت أنسان لك حدود بالصبر مو نبي و لا خارق 😄	anger	0.422
2018-Ar-01167	#لم أعد أحتمل المفاجئات والانكسارات والحرمان والفقد ف رفقا بي ياازمن #مرارة #رماد_العمر #جنون_قلم_للدعم	anger	0.547
2018-Ar-02380	يفسرون غضبي شر يفسرون مزاجي المتقلب نفاق كل ما اصبح حزين وغاضب يخبروني بان هذه شخصيتي الحقيقه وكاني جبل يتحمل كل شي ولا يحس	anger	0.531
2018-Ar-04166	@OMAGMT @imazizz @Ess_jeddah28 \n\nتمثيييييل واضح\nشف الدقيقة 3:30 \nوجه البنت تبع لجنة التحكيم مكشر (غضبان) من قبل ما يقول لها كشري (اغضبي)	anger	0.439
2018-Ar-01612	@Hamza777777 اقسم بالله حااسس بيك يابني وكاتبهالك💔😢	anger	0.348
2018-Ar-03092	مش كلهم والله اولهم اخويا وناس صحابه اللجان بتعتهم وحشه وده اللى يغيظ ناس تتعب وناس تغش 😂 ✋	anger	0.313
2018-Ar-03356	الواحد محتاج يبعد عن الناس اللي بيشوفهم شويه \n#عزله	anger	0.359
2018-Ar-03500	استياء شعبي	anger	0.453
2018-Ar-02500	طبيعي بعد اللي وصلتله و شوفته من حياتي اني ابقي خايف و مش واثق في اي شخص بيحاول يقرب مني	anger	0.500
2018-Ar-01977	@TTshroug في جميع الحالات انا ماني راضيه عنه 😤	anger	0.545
2018-Ar-00510	ممكن الشخص الي ببالي يجي يكلمني،لاني اشتقت الله يلعنك😤!.	anger	0.419
2018-Ar-03557	اشمئزاز لا منتهي منها\nوعلى الرغم من هذا مازلت احاول بكل ما اقدر اطول بالي عليها واتغاضي عشان نفسي،لكن اعوذ بالله من نفاذ صبري..	anger	0.721
2018-Ar-00314	يعنني حقوق الأجنبي ي غبي شوف كيف عايشين المسلمين ببلاد الغرب بذل وإهانة جزمة بفمك 👟 😢 #افتتاح_كنيسه_في_الرياض	anger	0.758
2018-Ar-00435	الله يرحم سمير سعيد كان نجم كبير في الحراسة وما تطوف عليه بسهولة لكن مؤيد الحداد ماله حل ✋	anger	0.288
2018-Ar-04251	ساخط من لاشيء وكل شيء	anger	0.554
2018-Ar-02552	انا مش قادر افهم ازاي الستات بيستحملوا يقرروا كل يوم كل يوم كل يوم هيطبخوا ايه #كابوس	anger	0.309
2018-Ar-00913	البعض ما اعرف كيف يفكر !!\nتحصله كأنه حزين وهو صايم 😣\nياخي هذا #رمضان ما عزاء عشان تزّعل نفسك وتبوز🙁	anger	0.515
2018-Ar-00203	وجع بطني مب وقته ابد :( (	anger	0.250
2018-Ar-03679	آسف على نفسيتي المتقلبه على غضبي المفاجئ واسف لقلبك المسكين الذي يعاني من مزاجيتي بدون ذنب منه اسف لحظك اللي أعطاك شخص سيء مثلي يحبك 😴	anger	0.455
2018-Ar-00702	يغمرك القرف وتصعقك قدرة الطرف الآخر على الدونية لهذا المستوى ليصبح قلبك اكثر اعراضا وقسوة ورفض ولا اتحدث هنا عن مساكين كسرتهم الحياة	anger	0.766
2018-Ar-03645	هامورة تقتبس كلامي وتفسره على كيفها وتشتمني بعدين اذا حققت مرادها تبلكني \n#قصة_افلاس_قصيرة\n#غيرة\n#حقد	anger	0.532
2018-Ar-00704	لن انسى ارتجاف شفتاي عند تقبيل جبينك البارد نظرتي الأخيرة لك و بكاء قلبي المستمر جمعني الله بك في جنته يارب أختي فقيدة قلبي#اروى_الحمدان 😔 💗	anger	0.328
2018-Ar-01002	أول مرة يقعد مع خطيبته ؟\nمن الارتباك سألها :\n\nاخوك الكبير احمد شنو اسمه ؟\nقالت : أي واحد فيهم !😂\n\nواضح فيه توافق فكري الله يوفقهم😂	anger	0.109
2018-Ar-02721	بعدين متقوقع كيف غريب اصلا ان تضرب أمثلة خارج ظروفك الموضوعية علی الساحة الإقليمية والمحلية والدولية وأدوات التي تملكها	anger	0.359
2018-Ar-01232	ويقول لك ذا تعامل راقي لامتصاص غضب المدخن شدخل العامل بغضبه الزق مرض والله	anger	0.531
2018-Ar-03619	امتعاضي كان له أسبابا عدة كان حصارك لي أحد أسباب ذلك	anger	0.483
2018-Ar-00360	انحرق علي اكثر شي كنت متحمس له 💔 💔 هوية العملاق الوحش/القرد الله ينتقم منك ي الحيوان اللي حرقت علي 😤 😑	anger	0.594
2018-Ar-03219	@NegmaEbrahim هو مش بياكل وبيشرب خلاص الناس التاني تولع بجاز وسخ مش عارف اخرتها ايه معاه ربنا ينتقم منه	anger	0.923
2018-Ar-03432	أرجو يا وزيرة الفرح أن لا تغضبي مني وتزيلي صورة المرأة ذات الصدر المكشوف مع شكري وتقديري	anger	0.406
2018-Ar-03063	#مصيبة_مصر_في الخوف اللي ملا قلوب المصريين من بشر ومن أقل شئ ونسو ان الله هو مسبب الأسباب القادر علي كل شئ	anger	0.412
2018-Ar-01554	ايه يارب اللي بيحصل فينا ده ليه احنا بس اللي بندفع تمن ثورتنا ظلم وقهر غربه وسجن ومرض \n#وجع\n😓😓	anger	0.734
2018-Ar-00888	شو بيزعجني لما كون عم فكر أو سرحانه و انتبه إني كازه عسناني بنتبه عأفكاري بلاقيها مم مش ولا بد #توتر	anger	0.453
2018-Ar-00295	@mr_mlee7 اما ذاك فيه قلة حيا.!! 😶 الله ياخذهم\nصار الحرام شيء عادي عندهم يتفرجون بكل ثقة 😠	anger	0.833
2018-Ar-02412	لا لكن ما يثير امتعاضي هو خبث و دجل و كذب و نجاسة الصهيوسلفية	anger	0.906
2018-Ar-02419	ياشركة الكهرب بتشترون لنا اجهزه جديده ومكيفات جديده اذا خربت اجهزتنا من كثر مايطفى ويشتغل الكهرب .. بساعتين يشتغل ويطفى ٦ مرات 😡	anger	0.632
2018-Ar-01445	خنقات وبكا😦كيف صار	anger	0.500
2018-Ar-00674	@LibyaAlhadath الحمد لله ربنا يبقى يشلهم فة اديهم اﻻرهابيين واللى بيمولهم كمان يا قتلة المسلمين فى كل مكان	anger	0.677
2018-Ar-02384	الشعب ملوش غير طلب واحد #عزل_السيسي	anger	0.453
2018-Ar-01531	درجة الحرارة 44 و حلو الله يجيرنا 😔	anger	0.469
2018-Ar-02947	الكثير يظنون بأن السعودية قطعت علاقتها مع قطر بسبب دعم الإرهاب ..  لأ  !!  السبب الحقيقي هو لأجل عيون جنودنا الذين تقتلهم يد الغدر والخيانة	anger	0.563
2018-Ar-02283	#برشلونه_ملقا انريكي سبب نرفزة لاعبيه وخروجهم عن النص سبب اعطاء الحماس والمعنويات لملقا يزعم بإراحتهم بدنيا فيرهقهم بدنيا ونفسيا	anger	0.455
2018-Ar-01144	يعني ايه ركبي توجعني الوجع ده ولا وجع واحده عندها ٦ سنه	anger	0.313
2018-Ar-03881	لازال لحد الآن يعاني من مشاكل مالية وسيق وحصلت تظاهرات بسبب تأخر رواتب المعلمين لأن حكومة بغداد تأخرت في التسديد.\nمن أين سيأتون بالدعم بعده؟	anger	0.530
2018-Ar-02085	اتمنى مااشوف كلام إشتياق اوحب أو ايا كان إبعدوا عن الدراما شوي وعيشوا الواقع المر	anger	0.484
2018-Ar-00904	مابعرفش أسيطر على إنفعالي الطفولي ودي حاجة دايما بتسببلي إحراج والله 😞	anger	0.359
2018-Ar-01654	دعني أصف لك شعوري: إني أشعر وكأن قلبي كان كقطعة جليد مكعبة تستوطن وسط صدري؛ فانسكب الحزن كماء شديد الغليان عليها فأذابها	anger	0.469
2018-Ar-00799	وما يجي يقول انت انت غيران او يرد بتهجم يحسب انك تسبه	anger	0.343
2018-Ar-01695	من أرآد فهمك بشكل خآطئ #سيفعل حتي وإن وصل به الحد الي أن يعتبر كلمة شكراا #إهانة	anger	0.391
2018-Ar-00906	#لغة_التعاطف ؛ بعد كل قناع يسقط وبعد كل عمل حقير يحاك ضد #المملكة ينكشف عدد من الخنازير والكلاب الظاله وتظهر نواياهم وأمانيهم قبحهم الله	anger	0.789
2018-Ar-01774	@CelebsArabic وش ذا الصراخ فقع اذني كنت لابس السماعات😠	anger	0.734
2018-Ar-00419	@Bobleshc @YehiaMayar لا ازاى يا حبيبي نام و ارتاح  😞  😠	anger	0.328
2018-Ar-00433	@ab_5rs هه والله انك نايم وانا مع أخوي يلحقوا وشايفين انه اخوي ملتحي ماينفع فيهم ذولي الا الحرق ونفتح من وجيهم المرض الله يشلهم	anger	0.813
2018-Ar-00109	الحال أصلا زفت بس لازم كمان يزود عليه نكد مركز في دخلة العيد ده له ذنب لوحده #تيران_وصنافير_مصرية	anger	0.732
2018-Ar-03332	#الارشاد_في_التربيه_الخاصه_جامعه_الامام ان العقاب بالرغم من انه يمنع حدوث سلوك سلبي الا انه يكون سببا لإثارة الغضب والعدوانية	anger	0.328
2018-Ar-01796	شبان غاضبون يغلقون طريق الأمعري - شارع الفدس بمدينة البيرة  في كلا الاتجاهين، احتجاجا على التخاذل في قضية الاسرى المضربين عم الطعام	anger	0.545
2018-Ar-00653	كان نفسي في اوقات #ضعفي أتكلم واحكي معاك ..	anger	0.273
2018-Ar-03386	عشت صباح كئيب جدا لدرجة للآن عيوني مصدعه طيب خليها حزينه النهاية بس مو للهدرجة :( #karasevdafinal	anger	0.581
2018-Ar-02165	لا ترضى بنصف #حب ولا بنصف #فراق ، اما كل شي او لا شي على الاطلاق .	anger	0.328
2018-Ar-02014	كلما رأيت شخصا يتبع مبدأ التقية اي يبدي غير ما يبطن اشعر باستياء منه .... خليك واضح في رأيك وصاحب مبدأ معلن لان التقية ستنال وتصغر من شأنك .	anger	0.424
2018-Ar-03813	انتى بنى ادمة وسخة وشرموطة وشكلك يقرف شيليها علشان ما تعمليش ذعر للناس	anger	0.938
2018-Ar-02885	@silent9mm @yousefalawnah هو ما جاب شي من راسه .. كل القضايا من واقع مجتمعنا . \n\nلا تصير احمق "تأليب رأي عام ع الدين" ؟!	anger	0.515
2018-Ar-02999	مومعقول اللي قاعد يصير فيني هالايام يارب ماينتابني شعور الخوف والتوتر اللهم التركيز وأعلى الدرجاتت	anger	0.391
2018-Ar-01240	@MahaHegazy2016 @CleopatraPhVII دول ولاد ستين ف سبعين تيت 😠	anger	0.803
2018-Ar-03269	اللهم أبدل حزن أمي بفرح تبكي من شدته ، اللهم جنب والداي أذى الدنيا وأطل بأعمارهم وأحفظهم لي🖤🖤	anger	0.177
2018-Ar-00548	هو مب اني متضايقه لا بس شبه عتاب	anger	0.379
2018-Ar-01314	مجروح بعدك اي مجرووح لو ادري ما اخليك تروح 😔	anger	0.409
2018-Ar-02366	حتى خرج لنا جيل مسعور جنسيا ومتعطش لأي احتكاك جيل تفكيره منصب بالكامل على الجنس جيل قليل الوعي جيل منافق ومستشرف	anger	0.726
2018-Ar-02343	مبكرهش ف حياتي قد المنظرة 😤	anger	0.547
2018-Ar-01215	ألف ألف ألف نرفزة ع الصبح	anger	0.758
2018-Ar-03342	كنا عم نستنا شغلات أحسن من هيك بعد كل هالموت والتدمير والتهجير و #التعب\nياحيف بس	anger	0.578
2018-Ar-01672	في ٣-٤-٣ ماله مكان + مستواه نازل + كل لاعب ما يرضى بالإحتياط لذلك التذمر شيء متوقع	anger	0.438
2018-Ar-02827	ماهو شعور الفرح كثر ماهو شعور الاستياء 😔	anger	0.273
2018-Ar-02292	لحد يكلمني هالفترة عايشة ف حالة كآبة عميقةة	anger	0.530
2018-Ar-01696	مش كُنا فضلنا اصحاب  أحسن 🙁✋️	anger	0.297
2018-Ar-03333	@Almalsouna malfaresأتمنى تاخذ جولة في ممر إنهاء الخدمات لتسمع مدى تذمر المراجعين من ضياع الأوراق وغياب الموظفات.وكل يوم راجع بكره شيء محزن	anger	0.636
2018-Ar-00099	@AlNassrFC اهم شي نبيه يجلد الاعبين جلد ...اللي بس يستعرض ع طول الدكه مكانه. 😡	anger	0.547
2018-Ar-01155	اجل يعني نهاية هالحلقة بتكون سعيده و نهاية المسلسل يموت واحد منهم 😔 ما كان ودي أنكد عليكم	anger	0.328
2018-Ar-01380	الناس اللي كيزداد الوزن ديالهم في رمضان انا أحسدكم 🙄	anger	0.235
2018-Ar-00234	لأول مرة أشعر بأنني وحيد وبأنني أملك مصيري بيدي شعور بالفزع انتابني حين شعرت بأن لا ملجأ إلي سواي	anger	0.419
2018-Ar-02907	يارب انام يارب انام يارب انام!! مو طبيعي كل ماغمضت عيني فزيت من النوم مرتاعه مدري ليش ، كذا قلبي قاعد يحرقني فيني غصه برضو مدري ليش وجع	anger	0.530
2018-Ar-03721	ياخي في رمضان كل واحد يفطر في بيته كل واحد يفطر في بيته ايش كل واحد يفطر في بيته خلاص ياخي افهموا💔👊👊😠	anger	0.547
2018-Ar-03159	هواء خوف توتر إرهاق نوم جوع قلق أرق كل شي كل شي	anger	0.591
2018-Ar-01872	في الم كده تحس أنك بتربي من أول وجديد تبقي شبه الكتكوت المبلول يخليك تعد النجوم وتعد أي حاجة علشان تنسي .\n\n#ألم#الأسنان وخلع الضرس	anger	0.290
2018-Ar-01069	صحيت من النوم فايق و مفيش حاجة معكرة مزاجي قولت ازاي دا يبقي عيب حتي والله فتحت الnotes القديمة قريت فيها شوية و الحمد لله بقيت زالزفت تاني	anger	0.518
2018-Ar-01613	حرارة جلدي وخصوصًا يديني ورجليني تزيد بشكل كبير! \nمش سخونة لا.. حرارة\nوكل أحد يسلم عليا يفكرني تعبانة\nمع اني منتبهة لنمط الأكل والرياضة!	anger	0.281
2018-Ar-02561	انت شايف كده الكلب ده مكمل يا شوقي وراه اسرائيل و بينفذ اجندتها بالكامل بيموتوا مصر بيخنقوها #حسرة	anger	0.828
2018-Ar-02557	أعتقد أنني أحتاج لمكان هادئ وبعيد جدا عن ضجيج الحياة حيث أن صراخي لا يسمع أبدا	anger	0.394
2018-Ar-02327	@iDhv_ ودي اعرف وش اللي يضحك بالضبط ؟ 😭😭	anger	0.391
2018-Ar-01893	مجتهد أرعب ال سعود رجل بمعني الكلمه	anger	0.375
2018-Ar-01879	خايف امسح اي ورق من علي الموبيل او اعمل unsave لحد م اشوف هعدي ف ايه وهشيل ايه 😁 مع اني مكنتش بفتحهم اصلا غير ليلة الامتحان 😂😂😂	anger	0.141
2018-Ar-02845	للأسف العكس صحيح مع احترامي لكن لو في تربية صح من البداية وبضمير مش حيحصل كل ده هو إهمال مع توقع إنه الطفل يبقى متربي من نفسه	anger	0.394
2018-Ar-04019	انتي اقرب حد ليا يعني المفروض عرفاني، ازاي قدرتي توجعيني كده!	anger	0.578
2018-Ar-04277	@roseshoq حنا سدحوا بنت وكفنوها 😩\nخذت لي شهر وانا مروعه ما انام زين لاصقة في امي الله يغفر لها	anger	0.485
2018-Ar-01710	بسم الله الرحمن الرحيم اعوذ بالله ماحسيت بطعم الرعب صدق الا لما سولفت معي وحده نايمه😭	anger	0.266
2018-Ar-00773	@AsmaAlmuhannadi @f_t0 لا تكذب محد طرد المعتمرين و الغدر و الخيانة من اللوح اللي انت حاط صورته	anger	0.712
2018-Ar-00060	@lloolia @VotaAhmed @liliandaoud انا كنت قاري له تصريح بيقول انه مش بيستبعد ترشحه للرئاسة ..التصريح دا كان متهور جدا بصراحة	anger	0.281
2018-Ar-03201	#البنك_الأهلي_يؤخر_الرواتب إدارة الأهلي عساك الخساره مليار مع مليار مو بس مليون حبس الرواتب فهلوه أو شطاره يا اكبر حرامية وفي راس مجنون 🔨	anger	0.706
2018-Ar-02248	بعض الاحيان تنحط بموقف ماتدري الي سويته صح او خطا 😩 #تأنيب_ضمير	anger	0.453
2018-Ar-02276	تكلم وانت غاضب فستقول حديث تندم عليه طوال حياتك	anger	0.438
2018-Ar-03429	اللي حابب يتشتم ويتسبله الدين ويتمرمط ويتذل يجي #خاص .. موجود لمدة ساعه لكل نجس عايز يتمتع ✋\n\n#ريتويت يابن المتناكه منك ليه 😠	anger	0.909
2018-Ar-02809	@amrkhaled يارب ارضا عن حياتي ): مو قادره اتقبل وضعي وخايفه ربي يغضب علي من القنوط.	anger	0.318
2018-Ar-00822	بس احتاج انفس عن غضبي افكر بشعري اول شي مسكين حياته مهدده تبعا لمزاجي	anger	0.588
2018-Ar-02494	اوقات كتير العياط مش بيبقى ضعف على قد ما بيبقى نفاذ صبر على حاجات مبقيناش قادرين نستحملها	anger	0.453
2018-Ar-03349	أن الشيطان حريص على تحزين وتخويف الإنسان حتى في المنام ولذلك جاءت التوجيهات النبوية بالتحرز من الشيطان بالمعوذات لا إله إلا الله 🌿	anger	0.250
2018-Ar-02058	@Counselkremlin هذا عاشر اعتداء كس خواتهم والله رح نحاربهم يا اما نطالعهم من ارضنا يا اما نموت واحنا عم ندافع عنها	anger	0.891
2018-Ar-03938	@ayloulbk و ماينوصف بالكلام ودك تدخلينه بقلبك عشان يشوف الوجع الي سببه لك	anger	0.426
2018-Ar-02242	اكره شي لمن تكون لوحدك و فجاه عينك تدمع من غير اي سابق إنذار او سبب تكذب على نفسك فيه 💦 👁	anger	0.594
2018-Ar-04308	دول ربنا هاينتقم منهم شر انتقام تجار	anger	0.734
2018-Ar-03425	@foooooz_77 ههههههههههههههه ماحب السياسه انا واكرهها لان فيه ناس مختصين بالأمور هذي ولا تنجرين ورا الاعلام الي يدور الفتنه	anger	0.242
2018-Ar-03782	مات الوفاء فلا رفد ولا طمع في الناس لم يبق إلا اليأس والجزع فاصبر على ثقة بالله وارض به فالله أكرم من يرجى ويتبع	anger	0.379
