ID	Tweet	Affect Dimension	Intensity Score
2018-Ar-00674	@LibyaAlhadath الحمد لله ربنا يبقى يشلهم فة اديهم اﻻرهابيين واللى بيمولهم كمان يا قتلة المسلمين فى كل مكان	fear	0.500
2018-Ar-04055	تعالجتي عند دكتور طيب ترى انتي عندك نوبات هلع وقلق واعراض نفس جسديه وعندك شعور بالغربه عن الذات وهذا كله علاجه بسيط	fear	0.531
2018-Ar-02607	كان المرتجف مثلهم في الريح وبالكاد خرج منه صوت ما جئت لأكمل ولاجئت لأنقض بل أنا النقصان والأنقاض والنقيض "وديع سعادة "	fear	0.547
2018-Ar-00700	@is0sa_1 @zozhabib @rico4_ أصلي يعرفه القاصي والداني \nترى حنا اللي أرعبنا الفرس هه وهه قبليتنا تسواك وتسوى طوائفك	fear	0.406
2018-Ar-02772	ستدفع الكويت وتستلم حماس ويطلع زنادقتها يمدحون ايران قبحهم الله	fear	0.303
2018-Ar-02937	ليه انا منرفزة بدون سبب ! 😪	fear	0.406
2018-Ar-02708	@alasady111 بشر خوفناكم بترامب معانا 😜😉	fear	0.387
2018-Ar-02453	@_Talal1 @HerfyFSC هرفي 😱 لو اعطوني ببلاش ما اخذت من عندهم شي ، مرتين دخلت المستشفى بسببهم	fear	0.565
2018-Ar-00259	ظلينا نتكلم ساعات ساعات رتبت فيها نفسي وبكيت فيها مخاوفي مازلت أحس بشعور غريب وكأني رحلت من البيت للتو وهذا الشعور أقدر أتحمله	fear	0.545
2018-Ar-03531	دى عالم بارده هو احنا بنتكلم فى السياسه اﻻ علشان خوفنا على بلدنا	fear	0.606
2018-Ar-02771	السلام عليكم فجأة وبدون سابق إنذار ظهرت لي مديونية ( بيجر ) بقيمة 700 قبل 20 سنة المشكلة سويت اعتراض ولم أجد رد حتى الآن	fear	0.500
2018-Ar-00570	خوف ارتجاف رغبة بالبكاء حنين فراغ في الصدر تفتت القلب رعشة الاضلاع افكار انتحاريةوجوه عابرة اصوات راسخة اغاني تزيد الحنين وانفاس تهد الحيل	fear	0.957
2018-Ar-03562	تعبت من التوتر اتمنى انام واصحى بعد ماتنتهي و اشوف الثانيه عشر رافعها راموس	fear	0.712
2018-Ar-02513	قبحهم الله بئس المصير خانوا دينهم وأوطانهم حثالة الفكر المجوسي	fear	0.500
2018-Ar-01361	@_hiiiiind @FTLadies قله ادب 😠\nابغا اعرف على الاقل متى لأني جالسه استنى من ٣ شهور	fear	0.359
2018-Ar-02578	هه هذا من الخوف و التوتر الي يسببه الاهلي	fear	0.613
2018-Ar-01433	براقب واحد مش بيكلم كلمة ، الله ينتقم منه ..	fear	0.267
2018-Ar-03724	كم هو مقرف هذا الذي يغرد باسم الدين كذبا وبهتانا الإسلام بريء منك وممن على شاكلتك ومن أظلم ممن افترى على الله كذبا	fear	0.438
2018-Ar-04155	و ممكن تكون زعلان من حد جدا بس فى نفس الوقت واحشك جدا أصل الغلاوه واالحب ملهمش علاقة بالزعل	fear	0.452
2018-Ar-00006	لو إللى باقى من عمرى هعيشه #حزين مش عاوز أعيش عمرى ولو ليومين 😢 ن H ونى 😢	fear	0.484
2018-Ar-02917	اللهم إني أخاف الفقد ربي احفظ لي من أحب و أدم في أعمارهم و لا تحرمني قربهم اللهم استودعتك نفسي و زوجي و أهلي و من أحبني فيك في ودائعك	fear	0.721
2018-Ar-02084	@mahaalbulushi2 هااااااااا هاااااا وش هذا القصف ونحن فوقت السحور م يجوز وش قصدك بهذا الكلام 😂💔😠	fear	0.273
2018-Ar-04300	@SuhaliAli1 @xOmarSAR @MaherSh99 ماخشيت مع البنات عشان اخش معه 😉	fear	0.156
2018-Ar-02436	والله ما في حاجه مستاهله ان الايلينر يسيح ف عينك من العياط وتبقي شبه العفريته وترعبي ال حواليكي يختشي	fear	0.203
2018-Ar-00024	خلوني اليوم انا حزينه :(	fear	0.547
2018-Ar-03367	#براءه_ساحره_الرياض \nلا يشيخ اسألك ب الله انت ووجهك براءه وين ب العقل هي قالت راح اتوب والهلع الي جاها في الموقف اكبر دليل ع انها ساحره😷🔕🚶	fear	0.453
2018-Ar-03104	اللهم لا تخزنا يوم العرض عليك الدعوة فيها كمية هلع و ذعر كبيرة حرفيا لما بسمعها بيتنقلوا ليا اضعاف 🙈	fear	0.672
2018-Ar-03649	انا من #الناس الي احب احافظ على راحة بالي اذا سحبت عليك تأكد انك مسبب لي #قلق	fear	0.188
2018-Ar-03063	#مصيبة_مصر_في الخوف اللي ملا قلوب المصريين من بشر ومن أقل شئ ونسو ان الله هو مسبب الأسباب القادر علي كل شئ	fear	0.734
2018-Ar-00234	لأول مرة أشعر بأنني وحيد وبأنني أملك مصيري بيدي شعور بالفزع انتابني حين شعرت بأن لا ملجأ إلي سواي	fear	0.859
2018-Ar-00961	@Shaa8r انا اول ماشفته رمى النضارى\nجاء ببالي جرس الإنذار الي ع الباب وانه بيورطه	fear	0.452
2018-Ar-00017	عندى حالت لامبالاه ولا كأن عندى فاينل كمان يومين!😥	fear	0.288
2018-Ar-03053	يارب كل شي بتتمنيه يصير ربنا يبعد عنك كل شر ويبعد عنك بنات و أولاد الحرام و يقرب منك كل الناس اللي بتحبك وبتخاف عليكي	fear	0.391
2018-Ar-02159	والله ماأثارت الإ غضب وسواد وجيه من غضبوا	fear	0.455
2018-Ar-01523	وانفضح بعدين قدام ضيوفي واحطها ف راسي اقول انا اللي مسويها😠😠	fear	0.391
2018-Ar-01547	كآبة بهالوقت متى انام بس	fear	0.500
2018-Ar-01834	اختي تقعد تدق الباب لين احسه بينكسر اخاف وافتح وانضرب جبانة فيني مو طبيعية ماش لازم خلاص نصير شجاعات :/	fear	0.563
2018-Ar-02691	@NadiaBsat في ناس مش بس ما لازم يتزوجوا و يخلفوا مش لازم حتى يكونوا موجودين بالاساس 👎😠	fear	0.339
2018-Ar-01880	@KhaledYoussef يلعن ابو اليوم ال شفناك فالبرلمان انتو انتهيتو بالنسبه للشعب خوفنامن الاخوان تدخل البرلمان الناس اختارو اي حد بس ميكنش. اخوان	fear	0.470
2018-Ar-02297	قال العاملين معاه : نحن لا نعاني من اي قلق او توتر لإن لدى كوشنر قاعدة " لكل مشكلة حل "	fear	0.250
2018-Ar-03289	@Al3mriRami @Holyliviuss كل مافي الأمر أني غاضب أننا لا نظهر ولا نقدم أساطيرنا بأنفسنا\nغاضب على أنفسنا وليس الغرب	fear	0.561
2018-Ar-02489	عبودي رافع ضغطي عندنا ولد جار يشبه عبودي ودي اتوطأ في بطنه وبطن عبودي	fear	0.484
2018-Ar-02106	هذي الالعاب ماتناسب خصوصا رزدنت ايفل ممكن تعيش طفل بحالة خوف ورعب	fear	0.594
2018-Ar-02845	للأسف العكس صحيح مع احترامي لكن لو في تربية صح من البداية وبضمير مش حيحصل كل ده هو إهمال مع توقع إنه الطفل يبقى متربي من نفسه	fear	0.333
2018-Ar-02196	انا وشلون أحب إنسان غيرك لـوّ غيابك طال \nوانا للحين أضمّك في دعائي " دمعة و آمين " !	fear	0.445
2018-Ar-03385	أنا زعلي بيترجم ف جسمي ف صداع و وجع فالضهر ضهري اتكسر م الزعل عليكي يا نور	fear	0.439
2018-Ar-03179	انا اكره قصة الايرانيه اللي أقاموا عليها حد القصاص لانها قتلت ريال اعتدى عليها صج صج حسيت بالظلم اللي وقع عليها	fear	0.438
2018-Ar-02080	ثانيه واحده بس كدا .. يعني افلام الرعب اللي طول عمري اتفرج عليهم عادي بالنسبالي وكفر دلهاب مرعوبه اتفرج 5 دقايق ع بعض ..	fear	0.545
2018-Ar-00503	عندي فوبيا من الحيوانات كلها بلا استثناء وخاصه الحشرات وفوبيا من الثقوب اول مره شفتها جلست يومين مانمت كره مو طبيعي	fear	0.813
2018-Ar-03429	اللي حابب يتشتم ويتسبله الدين ويتمرمط ويتذل يجي #خاص .. موجود لمدة ساعه لكل نجس عايز يتمتع ✋\n\n#ريتويت يابن المتناكه منك ليه 😠	fear	0.344
2018-Ar-04125	هذا الأنسان المعتدل دينيا يعتبر كابوس للوهابية التكفيرية الطائفيه كلامه في غاية العقل و الأعتدال ومقبول عند جميع أجناس البشر	fear	0.371
2018-Ar-00033	غادرت صديقتي الحياة فجأه بحادث مروع فاأصبح هذا السؤال اكثر الحاحا من ذي قبل "متى سأغادر وكيف سأغادر " يارب أعوذ بك من موت الفجأة	fear	0.688
2018-Ar-02327	@iDhv_ ودي اعرف وش اللي يضحك بالضبط ؟ 😭😭	fear	0.217
2018-Ar-00974	لاضايقك كلامي لاتسكت ❗️ \nمابي عتابي يوجعك ويكون قآسي💔	fear	0.362
2018-Ar-00215	گل يوما ننتظر غدا ونسينا أن غدايجعلنا نكبر مهما كان بنا هم او فرح #غربة_سراب	fear	0.391
2018-Ar-00250	لأول مره اعيش رهبة خوف حزن واقعي انكسار ما ينجبر فقدان اعز ما عندي دموع امي و ابوي و اخواني يارب الطف بقلب كل فاقد	fear	0.953
2018-Ar-03241	@monasafwan وش الصدفه وماصدفه كلهم نعاج لامريكا تتلاعب بهم كيف ماتشاء وتحلبهم بالترهيب والترغيب وﻻحضي كيف ينبطحون لها بكل حفاوه	fear	0.563
2018-Ar-01771	واحدة بعربية bm عالاذان بالضبط خبطتني من ورا نزلت مخضوض اتخانق و اشتم لقيتها قعدة مذعورة و بتتأسف و تقول سرحت .. سيبتها و مشيت 😑	fear	0.576
2018-Ar-00448	مايستفزن ويطلعن من طوري الا الاصوات المرتفعه وكانهم دقيقه ويتذابحون وهم بطبيعتهم	fear	0.406
2018-Ar-02260	@RisWondering وعدد كبير يقولون عن المعارضين لهالموقف "مستشرفين" ! احسها كلمة وقحة، هل استنكار قلة الأدب والوقاحة صار ادّعاء شرف؟	fear	0.409
2018-Ar-00626	كنت اقاوم النوم من امس بس عشان ما لي خلق للكوابيس و الحين مو قادرة انام.. متقبلة كابوس في قلب العصر عادي	fear	0.677
2018-Ar-01150	أعلن بك نصرتي على كل خطر يهدد عائلتي عل كل ما يحيط ببيتي من أخطار على كل فكر شرير على كل عادة رديئة على كل مخاوف وهمية #ماهر_صموئيل	fear	0.578
2018-Ar-03234	حسبي الله ونعم الوكيل \nانا باعتذر للكل مش قادرة اكمل تهاني بحلول رمضان \nالحداد مالي قلبي\nعالاطفال اللي راحت😔😔😔\n#مصر\n #رمضان_كريم\n#المنيا	fear	0.613
2018-Ar-00147	تأنيب الضمير ملازمني بشده هالفتره يارب الخلاص	fear	0.563
2018-Ar-01833	بس انت بتعرف بعدين لما بترجع تفكر و بتحس بالندم و تأنيب الضمير بس بيكون الوقت ده فات	fear	0.379
2018-Ar-00869	نوبات هلع شعور عارم بتمزيق أي شيء صداع قاتل رغبة بالقيء ينتابك هذا الخليط المقزز و أنت تخبر من أمامك بأنك بخير ولا شيء يدعو للقلق	fear	0.859
2018-Ar-03700	الوجع اللي سببته للناس راح تحس فيه طول العمر ماراح تكتبه بقلم وينمسح راح تنهار يوم عن يوم .	fear	0.547
2018-Ar-04251	ساخط من لاشيء وكل شيء	fear	0.469
2018-Ar-04062	ربووه هذا الاعلامي النجس كنت اكرهه وكان حقير لكن نواف بن سعد يواصل تربية عديمي التربيه ومن مقر الهلال يعتذر وهو صاغر	fear	0.435
2018-Ar-02281	#العمر_عم_يركض ويبتليك الله بهشاشة قلب لدرجة ان كلمة عابره تبعثرك وتبكيك ونص حزين يكتم الهواء بحلقك ونظرة عابره من غريب تصيبك بالهلع	fear	0.742
2018-Ar-03754	عن تيران وصنافير المصرية وخيبة أمل فى برلمان الخزى والعار يحاصرني واقع مؤلم أليم لا أجيد قراءته #تيران_وصنافير_مصرية_يابغل	fear	0.419
2018-Ar-02192	توني كنت بقول الخوف من الله خوف فيه نوع من الرجاء والخشية مستحيل تشعر فيه تجاه البشر او اي خوف ماقدرت اوصل الشعور	fear	0.688
2018-Ar-04367	فلا خبر ولا أمل يواسي وعزف الموج أرعبني صدااه	fear	0.661
2018-Ar-03529	@Ahmed_Medhat07 طب ما لو كنت دكر كده كنت وقفتلهم انما انت اللى هربت زى الجاموسة الجبانة	fear	0.470
2018-Ar-03676	يرافقني شعور سيء كلما شعرت بإني احتاجه أن لا يكون بهذا القرب أن يميل ميلا غريزيا للرحيل أن أردد بنبرة ذعر وإحباط:"آه ما أبعده الآن	fear	0.625
2018-Ar-03475	الصادم في حقيقة الامر ان خلود رجعت مشاكسة مثل قبل وتضايقني مجددا وكأننا لم نتحدث بهدوء قبل قليل	fear	0.339
2018-Ar-03317	#عاجل #تونس #قابس: تسرب غازات سامة من المجمع الكيميائي و حالة هلع في صفوف المواطنين و العملة	fear	0.672
2018-Ar-01381	- عندنا فار 🐭 في الشقة\n- يعني ممكن ياكل الصابون 😱\nتسلملي اولوياتك بجد 😊😊	fear	0.379
2018-Ar-04168	ولكنني قلق دوما حيال الأمور التي لم تحدث بعد تلك الأمور المنتظرة  💙 (ღميرووღ)	fear	0.565
2018-Ar-03994	أسوأ ما في الإعتذار ارتباك كلماتك أثناء التحدث وأجمل ما فيه شجاعتك على المبادرة وهزيمتك لكبرياء يمنعك من تقديمه	fear	0.439
2018-Ar-03381	استغرب من الناس اللي تتهاوش انا بس افكر اتهاوش يجيني خفقان. الله يحميني رقيقة كالوردة	fear	0.532
2018-Ar-02004	@najwakaram نتخطى الحزن مش لاننا مانشعر فيه ، لاني مابحب غيري يحس فيه. دُرر💎 يانجوى وهيدااااا حكييييي 👏🏻😍	fear	0.303
2018-Ar-00171	هيك يعني لجماعة#صباح_الخير جريمة مروعة في جناتا أب يقتل ابنته وزوجته ثم يطلق النار على نفسه بس هيك	fear	0.677
2018-Ar-01580	كان بأستطاعتك أن تداري سوء مزاجي ونبرة الهلع في صوتي وال"لست على مايرام"المختبئة خلف" بخير" كان ب امكانك فهم تناقضاتي	fear	0.485
2018-Ar-03114	ومين اللي انفضح من انفضح قتلة الاطفال والنساء والشيوخ ومثيري العنصريه بين المكونات العربيه ومن اعتدى على الاعراض من الذي انفضح	fear	0.576
2018-Ar-01604	بكرة بيخلص هالكابوس والله	fear	0.609
2018-Ar-02103	يا اخي متى يخلص شهر ٧ العن خيره بطئ وكله بلاوي 😤	fear	0.359
2018-Ar-02292	لحد يكلمني هالفترة عايشة ف حالة كآبة عميقةة	fear	0.328
2018-Ar-01704	أخويا الصغير بيقول لماما معملتيش علاء الدين فانا لقيتني جالى هستيريا ضحك ده ايه ده اللي هو قمر الدين يعنى ميشا ده مالوش حل😂😂😂	fear	0.172
2018-Ar-03592	أنا لست أخشى #الذئب ذئبا انما أخشاه في جلد #الحمل #رعبي #عدو لا أراه أو لا أراه إلا إذا #فات_الأوان #نجيب_سرور	fear	0.516
2018-Ar-01043	ايها الفئران المذعورة ما البطولة فى القتل بغدر والهرب كالكلاب الجربانة دون مواجهة فعلا كراهية الشعب لكم تزداد يوم بعد يوم	fear	0.500
2018-Ar-03136	مجتمعنا عبارة عن : مشهور بلا سبب وشاعر بلا شعور ومتدين بلا اخلاق وحبيب بلا زواج وزواج بلا حب وصديق بلا صدق #للأسف	fear	0.375
2018-Ar-01341	لكل شخص يتكلم ويفتي من راسه عن الحرب ويخوفنا "الله يسلط عليك"	fear	0.641
2018-Ar-02561	انت شايف كده الكلب ده مكمل يا شوقي وراه اسرائيل و بينفذ اجندتها بالكامل بيموتوا مصر بيخنقوها #حسرة	fear	0.468
2018-Ar-01777	”مشاعري فالنهاية يومها كان تشبه البدايات انكماش المعدة دقات قلب قويه برودة الأطراف وارتجافها لا يختلف عنها سوى فرح الأولى وحزن الأخيرة ”	fear	0.500
2018-Ar-01564	خالتو عندها ولدين وحامل بتقولي لو ولد هسميه معاذ ولو بنت روفانا \nافهمها ازاي ان الاسمين مش عاجبني 😄😡😡\nاقولها ازاي ان عاوزة مصطفي أو هنا 😄😍😍	fear	0.197
2018-Ar-03779	• • { مؤلم شعور" حاولت " بس والله ما قدرت يا فاتنتي } 😔 • #حب #انكسار #شوق	fear	0.531
2018-Ar-03386	عشت صباح كئيب جدا لدرجة للآن عيوني مصدعه طيب خليها حزينه النهاية بس مو للهدرجة :( #karasevdafinal	fear	0.516
2018-Ar-04060	يخربيت ام الضرس المخروم اللى هيقعد يجبنى العيادة و يودينى ١٠٠ مرة 😡	fear	0.515
2018-Ar-02077	#إغضب😡 فإن الله لا يرضى الهوان لأمة كانت ورب الناس خير العالمين 😠\n#لأجل_الأقصى..\n#البوابات_لا\n#سواعد_فلسطين \n#فريق_نبض_الوطن	fear	0.606
2018-Ar-04303	@reda_reda61015 @Elhoriaelhoria يبقى كدا بتريحة انا عاوزة يموت من الغيظ عشان يتعلم الا يخدع احد	fear	0.394
2018-Ar-03817	نفسي أعرف إيه اللي يضحك في مختل بيرعب الناس و رد فعل طبيعي لشخص في موقف مرعب	fear	0.615
2018-Ar-01123	#ضمني إليك حين يؤلمني قلبي قبلني حين #أخاف أن تفارقني إجعلني أنا فقط من يملك أيسرك أبقا بجانبي إلى المدى البعيد	fear	0.578
2018-Ar-04083	مش مكتوبلي ارتاح يعني لو ليوم واحد طيب لازم خرا كل يوم كده 😡	fear	0.606
2018-Ar-03946	القلب ما يسكنه غير الهم و بوح و بكى #الهم من الحياه ما ينتهي و #بوح يهز و يزلزل عرش الضلوع و #البكى دمعه تنزل و لاحد يمسحه في نهايه انا راضي	fear	0.586
2018-Ar-02592	وخز الضمير مؤلم و لكنه نعمة	fear	0.469
2018-Ar-02173	حفظت السور اللى بتيجى فى الامتحان وطلع الدكتور مبيكررش الاسئله \nحاجه مرعبه يعنى	fear	0.750
2018-Ar-03575	وش فيك دايم تعسر القلب واتّله .؟\nأخاف يومٍ يجي مااا عاد تلقاني👋🏻	fear	0.591
2018-Ar-01671	هل تعلم ان تكرار الاغنيه في ذهن الشخص طيلة النهار وتكرار غنائها على مدى يوم او ايام او ساعات هو نوع من #الوسواس القهري يعني مرض نفسي #طب	fear	0.250
2018-Ar-01477	محتاج اكلم واحدة تحنن عليا حزني فالموبيل 😂	fear	0.167
2018-Ar-01791	عاجبك الصمت الي بيني وبينك طيب اشتقتلك ب الصمت وشلون تنقال #الصمت #اشتياق	fear	0.234
2018-Ar-00156	توقع كل الاطراف ضد ميسي ولا تستبعد اي شي حتى وان كان باريسي #مرعبهم	fear	0.273
2018-Ar-03749	تبلد الاحساس اتجاه شخص شي يلوع الجبد ماتدري انت تحبه ولا تكرهه تبيه او تبي تبعده #قلق	fear	0.516
2018-Ar-02344	#يلعن ابو ام #الغيرة اللي بتعمل فالواحد كده 😠\nمحنا كنا كويسيين يعني 😂	fear	0.355
2018-Ar-03156	الواحد قلقان من انه مش قلقان من امتحان بكره ده	fear	0.656
2018-Ar-02151	من باب إغاظة أهل العلم والدعوة وكل ما لديه غيرة على محارم الله لم يكتفوا بفتوى كراهة أو جواز سماع الموسيقى بل عدوها من أطيب الطيبات	fear	0.323
2018-Ar-00802	اتذكرداعيه ألقت لنا محاضره عن اشياءتخوف وترهب واحنا تونا صغار متوسط وثانوي تفله بحجم السماء لك بدل مايرغبون بألجنه طوالي ترهيب #غرابيب_سود	fear	0.613
2018-Ar-01445	خنقات وبكا😦كيف صار	fear	0.531
2018-Ar-02950	@FatimGuc99 @Tatiimah اهم فيه شعلله لو على خفيف 😂 اصلاً الشعلله الزايده ذي مو عاجبتني سببت لي توتر اخاف يفوتني شي	fear	0.500
2018-Ar-03008	والله لو بدي وجهي ينحف ما نحف😤😒	fear	0.203
2018-Ar-01422	عندي وسواس من كل اشي أعوج  😐\nمستحيييل اشوف اشي اعوج وما اعدلو\nوخصوصا الصور الي بصورها لازم تكون بالملم 👌\nلدرجة اني شريت كاميرا فيها ميزان.	fear	0.500
2018-Ar-03445	#مصيبة #كارثة #فاجعة على الشعب حينما تعطى الصلاحية لشخص #جاهل #تافه يقوم بتحرير المخالفات بلا ضمير ولا خوف من الله #باشر_نظام_فاشل	fear	0.688
2018-Ar-00253	@DanyRyad  الله يبارك لكن توري ثقافتنا ماراهيش ثقافة الخمر و القمار انا لست ضد المسلسل علبالي كاين عداوة الاخوة والميراث لكن ازعجوني بهذه	fear	0.406
2018-Ar-01610	هو انا ليه حاسة بتخلف عقلي من المادة دي 😟 ولا د جوع دا ولا ايه 🤔🐒	fear	0.328
2018-Ar-03359	حاس إني وصلت ل مرحلة راضي عنها خالي من أي عتاب أو أي إنتظار هدوء داخلي جدا ينحب	fear	0.125
2018-Ar-01508	هههههههههههههههههههههههههههه و الله العظيم هالحساب أرهب شيء صار بيومي	fear	0.281
2018-Ar-03235	@fm94a تتذمر شنو انت حقو تتجلد 35 جلدة في نص السوق العربي الساعة 2:30 ظهراً	fear	0.422
2018-Ar-01002	أول مرة يقعد مع خطيبته ؟\nمن الارتباك سألها :\n\nاخوك الكبير احمد شنو اسمه ؟\nقالت : أي واحد فيهم !😂\n\nواضح فيه توافق فكري الله يوفقهم😂	fear	0.141
2018-Ar-02727	والله مستوى اليونايتد مثير للشفقة هذا مو فريق كرة قدم	fear	0.226
2018-Ar-03161	اعطاء الرخصه القياده لعمر المعين تجنب الغضب والعناد في القيادة ابلاغ المرور لمن ترى فيه خطوره مثل المفحطين	fear	0.306
2018-Ar-03723	* أحساس مرعب * أن تقف أمام الغرفة الزجاجية تنظر إلى عزيز يتوسد جراحه تحصي دقات قلبه وتنتظر قرار الحياة به إما بداية تمنحك فرح	fear	0.924
2018-Ar-01078	هو ليه كولو عايشلو قصه حب غبيه و شغال يكتب عنها و مجروح و الكلام ده و انا قاعد اتفرج	fear	0.183
2018-Ar-00249	كيف كنا وكيف صرنا وكيف كان الوقت حلو بكلامنا وكيف الحين صار يضجر كلامنا.	fear	0.290
2018-Ar-01384	احس متوتره مو عارفه اسولف اعتذر	fear	0.740
2018-Ar-02853	بعد الفجر اللي الظالم وصله فأنا كشخص سلبي مكتئب شايفة ان مفيش فايدة وربنا كبير بقى	fear	0.656
2018-Ar-01677	@Mobily @3bouabid ياخي ردوا علينا عطونا وجه تعالوا خاص اي شيء بس ردوا  😠	fear	0.297
2018-Ar-00555	ودي أخالفك في الرأي لكن أخاف أصير أخونجي في نظرك لكن أنا اتفق معك	fear	0.594
2018-Ar-03253	أنا أكتر واحدة كانت بتخاف من الخسارة بأخاف من الفشل بخاف من نظرة الناس بأخاف من الفراق كنت جبانة وخوافة من كل حاجة خوف كان مانعني من الحياة	fear	0.750
2018-Ar-02336	#سيلفي  دائما يحاولون يستفزونا مافيه احد يعمل كذا بامه ليه ماخلوا القصه  عن عيال بارين بامهم ليه دايم السلبيه والملعنه مصدر الالهام لهم	fear	0.438
2018-Ar-03340	#رعب #قلق #تساقط #شعر #سهر #تعب #ارهاق	fear	0.909
2018-Ar-01862	أبوي وظيفته في الحياة يخلي عصر رمضان متوتر بس ننتظر متى يطاق ويقلب رمضان علينا	fear	0.422
2018-Ar-01896	#قطع_كهرباء_الرويس_جريمه2 #حي_الرويس ما سيحدث من قطع الكهرباء ستعيد الحي للعصر الحجري ناهيك عن ذعر الاطفال والعجائز وسؤ حالة المرضى	fear	0.594
2018-Ar-02799	تخيل نفسك هزيل الجسد مرعب الهيئة خالي من التعابير نظرة الخوف واليأس تشرح حالك حاول ان تحفظ هذه اللحظة وكل وقت ترى نازح تذكرها وساعده	fear	0.621
2018-Ar-01874	ضريبة على العربيات اللى فوق ال ١٠٠ الف .. هو فى عربيات باقل من كده يا بهيم بعد ما غرقتوا الجنيه ؟؟؟	fear	0.266
2018-Ar-01711	#اجنبي_يضرب_مواطن الله يكسر ايدك يجي من ديرته مايسوى ريال ويتمرد بعد حيوانات كره عظيم لهم بداخلهم حقد حسد للشعب أعوذ بالله	fear	0.500
2018-Ar-03566	لما توجعيني بكلامك واسكت واكتفي بكلمة - طيب - مش يعني اتجاهلك او مش مهتم لك __انا خايف احكي واوجعك ~	fear	0.578
2018-Ar-02247	لا لا لا ليس خوفا من الموت وإنما من شتم والسب واتهام الأعراض من هذا خوفنا والله	fear	0.677
2018-Ar-03305	هي مباغته لكن تضمن ان اللاعبين مستعدين لها باين الارتباك بعيونهم و الخوف من الهزيمه	fear	0.484
2018-Ar-00362	ماله شغل دايم يجيني توتر او شي اسمه نوبات هلع اقري عنه ماله ضرر	fear	0.629
2018-Ar-00172	ليس هناك قسوة في الحياة أكثر من أن تجتمع الغربة والوحدة معا #الغربة #كربة 😒 😔	fear	0.455
2018-Ar-03303	تذكرون المدريدين يوم كانوا متوقعين نخسر من فاريال وصدمناهم في هالمستوى نفس الشي بيصير معنا اذا هم لعبوا ضد اشبيليه الاسبوع الجاي :( #متشائم	fear	0.391
2018-Ar-01703	خلاص يا متخلفين اللي مايبي الجزيرة يشفرها بكل بساطه مثل ماشفرتو قنوات bein لكن تخافون من الحق #رعب #خوف #بكاء #ارفض_اغلاق_الجزيره	fear	0.688
2018-Ar-02150	انا اللي شفته رجال مستقويين على بنت اذا فيك رجوله افهم الحكاية منها بهدوء بدون صراخ ولا ترهيب #براءه_ساحره_الرياض	fear	0.529
2018-Ar-02539	الشوق يقتلنا دون أدنى رحمة الحنين كافر #تنهيدة	fear	0.470
2018-Ar-00347	عند حلول منتصف الليل ازداد قلقنا وخوفنا عليها امي تدعو من جهة واختي تدعو من جهة اما انا اشاهد نافذة وفي هذه ليلة لم ينم احد	fear	0.887
2018-Ar-02438	@omomar10095411 طيب وإللي بيصدقوه يبقوا إيه حاجه تغيظ فعلا	fear	0.303
2018-Ar-00480	محزن ومؤلم هل وصل البعض الشاب السعودي لهذا المستوي من السخف والبلاهة للامتعاض لأجل كرة القدم الترفيهية	fear	0.530
2018-Ar-01107	@AtallahAliaa نهايتها كسرت قلب 😡	fear	0.419
2018-Ar-03121	فعل #قطر من غدر وخيانة ذكرنا بفعل صدام الأسود وغزوه للكويت الفرق أن الأول قزم فلجأ للطعن بالظهر والثاني طغى وتجبر فظن الظلم حق #خيانة_قطر	fear	0.424
2018-Ar-04387	الأمن السعودي هو من أنقذ رفاقك في جزيرة الخبث والفتنه باليمن عندما كانوا على وشك الوقوع بإيدي الحوثيين في عدن أخرس يا وضيع	fear	0.406
2018-Ar-01512	بتخاف تفكر بحرية لا حد يشوفك,	fear	0.625
2018-Ar-03054	الدنيا دوارة وكل حاجة بتترد، وكل حاجة أذيت فيها شخص شوفتها بتترد لي بنفس التفاصيل ف وقت ما حد بيأذيني بكون متأكد أنه هيتعرض بنفس الأذى	fear	0.547
2018-Ar-00919	دايماً خايف من اللي جاب علشان بأبقى حاسس ومتوقع اللي هيحصل فيه وبنسبة كبيرك بيبقى اللي متوقعه ده صح وبيحصل فعلاً، بس عارفين؟ الدنيا مابتقفش.	fear	0.781
2018-Ar-01802	@bne_6 ايه شفت أول حلقتين وأحس بديت أتذكر اللي قرأت xD يس أكيد الأنمي أرهب بكثير 💘	fear	0.333
2018-Ar-00982	بينما نحن مطحونين في حر القاهره ونيلها وزحمتها غيرنا بيلهو ع البحر وبيصنع المجد وبيشمم فخاده هوا	fear	0.210
2018-Ar-02621	طيب والي عمل كده عرف منين ان كانت مسيحيه او مسلمه اقسم بالله عندهم عقم في عقولهم ربنا ينتقم من الي يعمل كده	fear	0.500
2018-Ar-01868	ابتسم هناك شرفه للأمل عش بيقين وانفث عن صدرك الأنين استيقظ ولا تخف لديك رب عظيم ستتحقق الأمنيات يوما بالتأكيد 💭 💗 #ظني #فيك #جميل	fear	0.109
2018-Ar-01484	- أبيك لو مرة توقف جنبي مابيك تكتب لي ولا أبي تقرا اجرح جميع أعضائي الا قلبي لأن القلوب جروحها ما تبرى :( #حب #حزن #ريتويت #احبك	fear	0.450
2018-Ar-00344	أنا حزينه بشكل حقيقي وبدون لف ودوران و ماعندي شخص يقول لي " لاتحزني .. فالحزن في عينيك من أعدائي":(	fear	0.561
