ID	Tweet	Affect Dimension	Intensity Score
2018-Ar-00839	@EnaasAhmed\nمالك بقيتي عِنِفة اووي كدة ليه ،،، لو خدتي بالك التوتس كلها كآبة 👊😂\nلا فرفشي كدة احنا داخلين ع فاينالز و مش ملاحقين 😂😂✋	sadness	0.156
2018-Ar-02242	اكره شي لمن تكون لوحدك و فجاه عينك تدمع من غير اي سابق إنذار او سبب تكذب على نفسك فيه 💦 👁	sadness	0.597
2018-Ar-04282	واصلا فلسفه زايده 🙂 وش دخلك اصلا اذا انا حزينه او لا جاي تقيم حزني مثلا	sadness	0.439
2018-Ar-02535	يسوي نفسه حزين على فراقي وانا ادري انه اسعد انسان بدنيا	sadness	0.469
2018-Ar-02336	#سيلفي  دائما يحاولون يستفزونا مافيه احد يعمل كذا بامه ليه ماخلوا القصه  عن عيال بارين بامهم ليه دايم السلبيه والملعنه مصدر الالهام لهم	sadness	0.380
2018-Ar-00303	الواحد مش زعلان والله علي حد خرج من حياته بسبب موضوع تافه بس حاسس بخيبة أمل انه حب حد ميستهلش انه يحبه	sadness	0.625
2018-Ar-00234	لأول مرة أشعر بأنني وحيد وبأنني أملك مصيري بيدي شعور بالفزع انتابني حين شعرت بأن لا ملجأ إلي سواي	sadness	0.734
2018-Ar-03557	اشمئزاز لا منتهي منها\nوعلى الرغم من هذا مازلت احاول بكل ما اقدر اطول بالي عليها واتغاضي عشان نفسي،لكن اعوذ بالله من نفاذ صبري..	sadness	0.594
2018-Ar-01979	إلى متى سيرفرات #EA يعني الواحد مايقدر يستانس لو يوم العب ثلاث امباريات وراء بعض وكل شوي يفصل الله يسخط عليها سيرفرات 😠💔	sadness	0.422
2018-Ar-03429	اللي حابب يتشتم ويتسبله الدين ويتمرمط ويتذل يجي #خاص .. موجود لمدة ساعه لكل نجس عايز يتمتع ✋\n\n#ريتويت يابن المتناكه منك ليه 😠	sadness	0.406
2018-Ar-01616	#علمتني_الحياه\nمهما بلغ فينا النضج نحن كالأطفال ..\nدائماً نحتاج إلى حضن يحتوي أوجاعنا..	sadness	0.344
2018-Ar-00287	ما بين دموع الفرح وضحكات الخيبة الحياة مستمرة وعادي	sadness	0.403
2018-Ar-00001	تخيلو معي افني حياتي كلها لرجل اكوي واغسل واطبخ وأحيانا تبني معه وفي النهاية بكل برود يهب حياته كلها لثانية قشعريرة مزعجة	sadness	0.523
2018-Ar-00887	المخابرات الحربية بقت وصمة عار وإهانة الدولة ومحاولة هدمها وطولة اللسان والبذائة بقت شرف والله الدنيا ماشية بظهرها	sadness	0.359
2018-Ar-00169	@KSA @LuayPrince هه هه بطلوا دراما جيبوا دليل يثبت برائتها اصلن الفديوا مدينها كيف تقول مذعوره وتقول بتوب على يدك حمير عندك امك احنا؟؟	sadness	0.328
2018-Ar-02117	الإنكسار شي ابد مو حلو خصوصا لما ايي حزه النوم 💔	sadness	0.641
2018-Ar-02622	مو معناه ماعندي هدف ولكن كل مافي الأمر يكون عندي خيار مسبق وتجي عالأخير هذيك الأفكار الوسواسية: ترى يمكن وأحسن وفيه...ألخ. تشوش صفو اختياري.	sadness	0.359
2018-Ar-01930	وكلهم هيمشوا ..\nوانا هرجع تاني ..\nلوحدتي ..\nولوحدي ..\n#مروان عاطف #الوحدة	sadness	0.625
2018-Ar-00384	الى كل واحد ماقدر يستوعب كمية معاناة المرأه السعوديه اتمنى يعيد الحلقه مره وثاني عشان الحمار مايفهم الا بالتكرار❤️ #انا_راشده	sadness	0.375
2018-Ar-03482	@El3zi_10 ايش صارلك بعد ماجددت الجواز؟ احنا عايله وودنا نروح بس مره متخوفين من المنع	sadness	0.306
2018-Ar-01744	اللي قاعد يصير في اعلامكم من كذب وفبركه وافتراءات ومهزله حتى الطفل يعرف انها فبركه تحول الامر الى هستيريا فالكذب	sadness	0.350
2018-Ar-01144	يعني ايه ركبي توجعني الوجع ده ولا وجع واحده عندها ٦ سنه	sadness	0.328
2018-Ar-02439	الرسم ده كابوس بالنسبالي 💔	sadness	0.417
2018-Ar-03294	لا حزن يشبه حزن القلب على الميت ولا شوق أصدق من الشوق للميت اللهم ارحم عبدالله بقدر ما كان وجع رحيله أعظم من أن يتحمله بكاء	sadness	0.890
2018-Ar-02365	@I_9mile شف المحنة الي بتجي تحت هالمقطع👎👎	sadness	0.391
2018-Ar-01915	@DrMoamenElsayed @ElSherif انا عندى احساس مرعب بكده بس لو حصل هيبقى فى حاجات مش منطقيه كتير برده	sadness	0.509
2018-Ar-02615	ولما حاجه بتوجعك بتصحي معاها كل وجع قديم  وجع ياكل قلبك ويتعب اعصابك وينزل دموعك وينتهي بانهيار جسدك كله	sadness	0.917
2018-Ar-01874	ضريبة على العربيات اللى فوق ال ١٠٠ الف .. هو فى عربيات باقل من كده يا بهيم بعد ما غرقتوا الجنيه ؟؟؟	sadness	0.359
2018-Ar-03817	نفسي أعرف إيه اللي يضحك في مختل بيرعب الناس و رد فعل طبيعي لشخص في موقف مرعب	sadness	0.438
2018-Ar-02163	الشي الأحلى ان الفيلم مبني على قصة حقيقية عرفني على مرض أول مره أعرفه و كنت اتوقعه نفسي لكنه عضوي و أعراضه جد مرعبه 💔 💔	sadness	0.217
2018-Ar-00910	قليل جدآ ال بيحس بالناس فى غربتهم و يقدم لهم المساعده #للأسف	sadness	0.547
2018-Ar-03969	@Nadaabdulwahab انتي مكانتيش شوفتي الحلقة؟ محرقتش كتير دي اخر لقطة الكآبة كلها في الاول :')	sadness	0.391
2018-Ar-03131	كويس انو م سويت حفلة تخرجي دحين🙁💔 #سحب_شهادات_ثالث_ثانوي	sadness	0.391
2018-Ar-01168	و بعدين يعني مااا اشوف المسلسل 😤	sadness	0.233
2018-Ar-02341	تعرفين شعور قلبك يحتترق بس عيونك م تبكي بس من جوا مليانه حزن وذبول خلاص تبي تقضين كل عمرك بالنوم وتهربي من هالشعور	sadness	0.726
2018-Ar-03393	- ومايجيش عليا الليل غير بذكريات تيجى معاها دموع ونفس مكسوره ونفس طالع بأهات ..😔	sadness	0.758
2018-Ar-01585	ادق عليه اقول ها وينك تأخرت عالعزيمه يقول خمس دقايق وانا عندك والكل يعرف ان هالخمس دقايق بقدرة قادر تقلب خمس ساعات 😭💔#كذبه_من_كذب_العيال	sadness	0.452
2018-Ar-04118	أنا غرقتلكوا الأرض دموع و ع الله يجي بفايدة 🚶	sadness	0.672
2018-Ar-01705	#مصيبة_مصر_في التشرذم فاتحدوا تنحى المخلوع فوقعت الثورة في فخ العسكر هذه المرة لن يهدأ الغضب حتى تفكك دولة الفساد ويتحقق القصاص العادل	sadness	0.507
2018-Ar-03156	الواحد قلقان من انه مش قلقان من امتحان بكره ده	sadness	0.250
2018-Ar-02050	أنا حزين وما أخفي عليك حزني انت داري ان برودك اول اسبابه	sadness	0.934
2018-Ar-01107	@AtallahAliaa نهايتها كسرت قلب 😡	sadness	0.672
2018-Ar-03126	بلحظة منكون عم نضحك ولحظة التانية بتخلونا نتوجع❤مسلسل #كاراميل كامل متكامل فيو الضحكة والغصة والوجع والدمعة وفيو الأمل\n@MaguyBouGhosn برافو😍	sadness	0.328
2018-Ar-00383	اللهم إنا نسألك في آخر جمعة من شعبان ان تشفي كل مريض وترحم كل ميت وان تشرح صدورنا وتيسر امورنا وان تجعل يوم الجمعة فرج لكل صابر	sadness	0.298
2018-Ar-02780	Retweeted Najwa Kassem ( ): احد الشعانين هو فرح عيون الاطفال والوان زينتهم وشموعهم ليس للدم ولا الحداد	sadness	0.563
2018-Ar-00120	يعنى عمارة الأزاريطة دى مصيبة و كارثة و ناس دلوقتى قاعدة فى الشارع متشردة، مش مجال للسف نهائى و الله بقينا شعب جبلات فشخ	sadness	0.500
2018-Ar-04325	ربي وان باتت عين امي حزينه سخر لها الراحة اللتي تلامس قلبها كل حين وابي يالله فاوصيك بابي احفظه بعينك اللتي لاتنام وارزقه السعادة الابديه 💙	sadness	0.500
2018-Ar-02165	لا ترضى بنصف #حب ولا بنصف #فراق ، اما كل شي او لا شي على الاطلاق .	sadness	0.406
2018-Ar-02248	بعض الاحيان تنحط بموقف ماتدري الي سويته صح او خطا 😩 #تأنيب_ضمير	sadness	0.531
2018-Ar-01681	كل اللي بيحصلنا ده نتيجه اننا موصناش السوايسه واعتمدنا ان الدنيا هايصه كده كده #ندم	sadness	0.313
2018-Ar-02504	لا تزيد تنكد عليهم مساكين اللي جاهم كفايه مأجزين قبل الابتدائيه الله يجيرنا	sadness	0.536
2018-Ar-02847	@ZenaALObede اي زينة المسلسل قوي اذا متتحملين لا تشوفيه احسن مشاهد قوية وكل شيء بيها تحسين بغضب، بقرف، بحزن،... \nتتخبلين من هيجي شيء	sadness	0.359
2018-Ar-01695	من أرآد فهمك بشكل خآطئ #سيفعل حتي وإن وصل به الحد الي أن يعتبر كلمة شكراا #إهانة	sadness	0.422
2018-Ar-00048	@Mwjrdocoe8389 كلزق يارافضي انت عار العراق انتم كلكم دجاج .. لايمكنك اشعال الفتنة بينن دول الخليج والعراق 😡	sadness	0.516
2018-Ar-02085	اتمنى مااشوف كلام إشتياق اوحب أو ايا كان إبعدوا عن الدراما شوي وعيشوا الواقع المر	sadness	0.375
2018-Ar-01939	#بخاطري_ودي_اقول ومع كل غياب يسقط منا شيء إما قطعة ثقة أو ربما خيبة أمل	sadness	0.734
2018-Ar-01217	كتالوج ملخص فيه الاساسيات أقل شي القوانين المهمة طيب :( عطونا القوانين ونحنا بندبر حالنا وبنحل المسائل مهما كانت صعوبتها بلييز	sadness	0.333
2018-Ar-04190	ارفع رجولك لما تمشي عيب عليك تجرها #ضوضاء #ازعاج_سمعي #قلق	sadness	0.274
2018-Ar-01491	#الهيبة #نادين_نسيب_نجيم #ملكة_الهيبة ايواااا راحت عليكي يا عليا بلش الفلم معك @nadinenjeim  اسا بدن يحطوها تحت الامر الواقع 😦	sadness	0.283
2018-Ar-01613	حرارة جلدي وخصوصًا يديني ورجليني تزيد بشكل كبير! \nمش سخونة لا.. حرارة\nوكل أحد يسلم عليا يفكرني تعبانة\nمع اني منتبهة لنمط الأكل والرياضة!	sadness	0.469
2018-Ar-03533	لطالما اشتقت لأمي (طبيعي هذول 4 سنين غربة) بس الفترة هاي أول مرة أكون محتاج لوجودها جدا	sadness	0.734
2018-Ar-00507	#اتذكر وبأسى والم وحرقة معاناة اهلنا في غزة مع هذا الحصارالذي يفرضه صهاينة العرب واسرائيل عليها # خزي وعار: على الأمة #قطر: لن تنساكم	sadness	0.806
2018-Ar-00756	ألعن نفسي كلما رأيت الحزن يملأ وجهك أتمنى أن اخذك لحضني تاركا غضبي منك يتنحى جانبا تاركا العالم برمته جانبا	sadness	0.774
2018-Ar-03795	وحين عزلتي لا ابحث عن شخص يسمعني فأني شكوت لرب العباد هو اعلم بما ينقصني 🎻 #عزلة #شكوى	sadness	0.629
2018-Ar-03757	غضب دفين يفقد الاشياء الوانها لتصبح رمادية وتنعدم لذة الحياة #عزلة	sadness	0.625
2018-Ar-02897	لما الإمام يدعي للأموات بتيجيني غصة رهيبة و الدموع ما بتوقف بشوف بهاي اللحظه وجه ستي رحمة الله عليها فهي كانت أول فقيد لقلبي 💔 💔	sadness	0.677
2018-Ar-01109	@E0Wh9 معرفش الخارجيه ساكته علي امه ليه المفروض توجيه إنذار ليه وعندما يتكرر طرده وبناقص	sadness	0.406
2018-Ar-00250	لأول مره اعيش رهبة خوف حزن واقعي انكسار ما ينجبر فقدان اعز ما عندي دموع امي و ابوي و اخواني يارب الطف بقلب كل فاقد	sadness	0.828
2018-Ar-03159	هواء خوف توتر إرهاق نوم جوع قلق أرق كل شي كل شي	sadness	0.613
2018-Ar-01391	@h_emx89 @zodiachoroscop1 الاسد اصلا بقاله فتره  زى الخرا فعلا و كله تعب 😡	sadness	0.350
2018-Ar-01975	#ترحيل_مهند_الفلسطيني_مطلبنا بصراحة في تساهل مع الوافدين كم من اجنبي مجرم تمت محاكمته وسجنه ثم يرحل ويسمح له بالعودة إلى بلدنا	sadness	0.563
2018-Ar-01592	تنهيدة شوق و حنين	sadness	0.313
2018-Ar-02798	اكو ناس ماعدها شغل وعمل بس تتصل عليك وتسمعك اخبار زفت وكلام زفت 😑 بحيث ظليت من يتصلون أخلي ايدي على گلبي 😤	sadness	0.403
2018-Ar-04062	ربووه هذا الاعلامي النجس كنت اكرهه وكان حقير لكن نواف بن سعد يواصل تربية عديمي التربيه ومن مقر الهلال يعتذر وهو صاغر	sadness	0.435
2018-Ar-02818	عن ثُقل الإشتياق؟.\nوش أحكي يارب.	sadness	0.531
2018-Ar-01870	لا تسألني عن الحياة فالواقع اني ميت منذ زمن" #ندم	sadness	0.781
2018-Ar-00849	انا بكره الحزن والكآبة والجو ابن الوسخة دا ومش عارف ايه بيدخلني فيه بس اللي متأكد منه اني مبقتش عارف أطلع	sadness	0.484
2018-Ar-02938	ورغم علمى أنه خير ولكنى حزين يا الله و وحيد ليس لقله من حولى ولكن لفقدان من يشعر بما أشعر فأنا هنا فى قاع خوفى وحدى أخبرك أنى أثق بك فأحمينى	sadness	0.719
2018-Ar-00224	الآن أي حاجة تستفزني لا أستطيع تجاهلها أشياء سخيفة صايرة تثير غضبي بسرعة طيب إيش تغير يا ريم أنا جالسة أتعب والله 🚶 💔	sadness	0.688
2018-Ar-03374	كم هو مؤلم أن تسير الحياة على هذا النحو العادي بدون أمي يتخيل لي وجهها في كل مره اشعر بقسوة الحياه علي إن أشد مرارة تشعر بها هي فقدان الأم	sadness	0.844
2018-Ar-01479	هه غانم الدوسري ياجماعه انسان مجنون انا اعرف عنه كل شي شخص غير سوى	sadness	0.250
2018-Ar-02026	🌙 ✨ يارب عوضني عن كل شيء أحببته وخسرته واكفني كل قهر يؤلمني وكل فكر يقلقني وكل هم يحزنني وجنبني اللهم شر مايكون قبل أن يكون	sadness	0.531
2018-Ar-01465	اهتمام الشفقة ده متعب جداً..	sadness	0.469
2018-Ar-01580	كان بأستطاعتك أن تداري سوء مزاجي ونبرة الهلع في صوتي وال"لست على مايرام"المختبئة خلف" بخير" كان ب امكانك فهم تناقضاتي	sadness	0.597
2018-Ar-02269	الحياء كلها م ش ا ك ل 😒 😒 #المشكله_اذا_صار	sadness	0.355
2018-Ar-03001	• #الفرح سبب #الكآبة لأننا نصاب بالكآبة عندما نتوقع الفرح ثم ندرك أنه لم يأت	sadness	0.656
2018-Ar-00870	#قلق\nحاسس انى قلقان من الأسبوع الجاى ده\nوحاسس بصداع مفرتكنى\nومش عايز اروح امتحان بكره\nوكوكتيل اكتئاب انما ايه	sadness	0.547
2018-Ar-01726	كل ما قلت اني رح اترك الموبايل وكلشي على السوشل ميديا واقعد على موبايل ابو لوكس من نوكيا تيجيني الغصة	sadness	0.290
2018-Ar-01965	@FCBinsider انا خلصت الماجستير ٢٠١٠ و اتخرجت من الثانويه عام ٢٠٠٠ و الله كابوس الفيزياء الصبح بكره مازال يجيني اصحى و الدمعه على خدي 😂	sadness	0.406
2018-Ar-02277	يعني لسه مخلصين الاربعاء .. الشهادات الاحد 😟 دحنا حتى لسه صاحيين من يوم الاربع😂😂 #رعب_الشهادات	sadness	0.281
2018-Ar-01958	محدش ينكر إن الكآبة بتبقي attractive برضه 😌	sadness	0.438
2018-Ar-03431	تجيني فترات ما اطول فالنوم عكس نومي اول اقوم بي شعور بالفزع و تأنيب الضمير مع اني مالقيت السبب	sadness	0.475
2018-Ar-01973	ابحث عن جميع مشكله بالوطن العربي من تأسيس حزبهم العفن لازم اهم فالمشكله الاخوان المفلسين مايخلون طبع كورد اوغلو	sadness	0.387
2018-Ar-01336	@q834k بهالرطوبه اخم واغسل ؟؟!!!!!!!!!  انفولو 😤	sadness	0.297
2018-Ar-00745	أنت قلت شيء وبديت هالمصخره ، تحمل كل نقد لاذع يجيك، وأنا رأيت نقده بناء، لكن وش نرجوا من ناس مايهمها الا التفاهات ..	sadness	0.306
2018-Ar-01910	#عبر_عن_الي_بقلبك مو كل شيء بالقلب ينقال _ او الحروف ما تكفي ولا تعبر عن الي بالقلب يمكن فرح او حزن او ألم او خيبة اشياء كثيره بهالقلب	sadness	0.483
2018-Ar-00544	اذا احد سوى فيا حركة وسخه ما اكرهه ولا انسى لا بس افكر في خطط انتقاميه لين انتقم وارتاح	sadness	0.452
2018-Ar-03979	واحد كان بيبيع صواريخ باين وعيل صغير بيشتري منه فعشان يقنعه انه يشتري كتير قاله ده حلو ده تولعه يفرقع ف أي حد من دماغ اصحابك ماركيتينج جميل 💙	sadness	0.219
2018-Ar-01790	مش كفايه امتحان الانجليزي جهة صعب كمان جابولهم  الفيزيا زفت😤	sadness	0.297
2018-Ar-03330	لما تقوم صبح رمضان وتروح الجامعة عشان تشوف درجاتك وآخر شي يطلع الدكتور ماصحح💔💔\n\n#جامعة_البحرين\n#حسرة\n#آسفة_ياروحي	sadness	0.419
2018-Ar-00532	@Grace_kian انا بشوف انو الكاتبة ذكية وبحب اسلوبها الغامض الي يخليك محتارة ومش عارفة شي وتتخبطين بالافكار اسلوبها مد وجزر ترغيب وترهيب	sadness	0.258
2018-Ar-00319	اتوقع عندي بس ماشفت احد اشتكى 😪 ثلاث ايام ما اقدر العب مهمه وحدة لازم يلعق واليوم رابع	sadness	0.469
2018-Ar-01725	اللهم ارحم حبيبتي بقدر ما بكيت لفقدها يارب صبر قلبي إلى أن ألقاها في جنتك 💔	sadness	0.844
2018-Ar-02013	القلق لا يمنع الم الغد ولكن يسرق متعة اليوم	sadness	0.270
2018-Ar-02853	بعد الفجر اللي الظالم وصله فأنا كشخص سلبي مكتئب شايفة ان مفيش فايدة وربنا كبير بقى	sadness	0.710
2018-Ar-02152	- تتوهمين فلن تستطيعين البقاء إلى جانبي مدة يومين أنا رخو أزحف على الأرض انطوائي كئيب متذمر - وإن كنت مجرد جثة في العالم فأنا أحبك	sadness	0.452
2018-Ar-01339	دكاترة الاسنان خلقه مرعبين فكيف اذا كانو شديدين وعصبيين 🙁 احباط 👎 🏻	sadness	0.435
2018-Ar-01305	- هو إنت على طول #مكتئب كده ليه 😃 = إنت حبيت قبل كده 🤚 💔 😔	sadness	0.313
2018-Ar-01349	ميت انا! مابي مشاعر ،ميت انا! لا حب ولا بشر، ميت انا !من قصة قديمة، ميت انا !من غصة أليمة😣😣😣😣	sadness	0.766
2018-Ar-00647	نيال الا بدو يعيد بلوطن ويشوف اهلو وأحبابو #حسرة الحمد لله رب العالمين - يشعر بالحنين	sadness	0.578
2018-Ar-01552	@Osama3bdEllatiF انت مش مقدر خطوره الموقف وبتشربلي شاي 😐عموما مبيطلبش	sadness	0.345
2018-Ar-01844	النهارده كنت قاعد في البيت مرعوب من صوت جمهور الدرجة الثانية	sadness	0.328
2018-Ar-01618	مشكلة ارتجافي دايم انفضح..	sadness	0.422
2018-Ar-01100	يالا الأسى. . حتى الوطن بات مثلنا تماماً  ، شيئاً طارئاً \n#ليبيا #سهرية	sadness	0.629
2018-Ar-03101	كان طبيعى تعيش حياتك بعد منهم ف إكتئاب ما اللى وعدك انه يفضل هو أول حد غاب 😥 💔	sadness	0.532
2018-Ar-00450	الله يكفينا شر الغدرات	sadness	0.375
2018-Ar-00821	مستعد اخد حزنك وتعبك وكل شي يضايق قلبك مقابل اني اشوف فرحتك وابتسامتك اللي احبها\n😢	sadness	0.641
2018-Ar-03315	احمي عائلتي يا الله من حزن يسكن أعينهم و من خبر يقطع طريق سعادتهم و من مرض ينزع صحتهم و من هموم الحياة و اوجاعها	sadness	0.629
2018-Ar-02249	رغم ضيقي وغضبي من قيادتنا السياسية طول فترتنا الماضية بسبب تجاهلهم معاناة الشعب إلا ان هناك شعور يخبرني ان المعطيات ستتغير الايام القادمة"	sadness	0.452
2018-Ar-03359	حاس إني وصلت ل مرحلة راضي عنها خالي من أي عتاب أو أي إنتظار هدوء داخلي جدا ينحب	sadness	0.234
2018-Ar-02525	لما أشوف أعمالكم وأشوف الوضع الفني الحالي أحس بالخجل وبالامتعاض من الوضع الحالي أين كنا وأين أصبحنا أنا فخور بكم أستاذي	sadness	0.281
2018-Ar-02845	للأسف العكس صحيح مع احترامي لكن لو في تربية صح من البداية وبضمير مش حيحصل كل ده هو إهمال مع توقع إنه الطفل يبقى متربي من نفسه	sadness	0.328
2018-Ar-02445	هاذا حظي من على الدنيا وعيت \nكلما اضوي شمعه بدربي انطفت \nمن جميع الناس ياربي وفيت \nليه بس الدمعة هي اللي معي وفت ؟!	sadness	0.734
2018-Ar-03392	عندما تكوني ببالغ حزنك بالغي بأناقتك كثيرا فهي كفيله بحمايتك من شفقة الآخرين 💔 💔	sadness	0.483
2018-Ar-02218	ربي لي حبيب قد مسه المرض ويتعصر قلبي ان رآه يتألم ادعوك ربي فليس لي سواك أن تشيفيه وتبريه من مرض مس جسده انه ابي وحبيب قلبي #محمد_القبندي	sadness	0.594
2018-Ar-02384	الشعب ملوش غير طلب واحد #عزل_السيسي	sadness	0.359
2018-Ar-04218	الكتابه عن همومي ذنب افشل في ارتكابه هكذا حزني اناني غير فرحي للي حولي	sadness	0.625
2018-Ar-00630	سلام على كل المعتقلين ظلم فى سجون العسكر الظلمه ربنا يصبركم ويفك الكرب عنكم :(	sadness	0.594
2018-Ar-03860	حزين ولست حزين على حزني إنني أفخر بهذا الحزن الذي يملئ صدري أفخر لأنه الهدية الآخيرة التي بقيت لي بعد الراحلين "	sadness	0.797
2018-Ar-02774	@MubarakAldosari امس الصراحه شرح بالضبط ما عاناه في تلفزيون دولة الكويت .وهذا جزء صغير فما بالك بحقوق موظفين وبدلاتهم #هموم_وزارة_الاعلام	sadness	0.266
2018-Ar-02325	امان الا ذي 🤦 🏻 ‍♀️ اي أمان ياقلبي انتي ابحثي شوفي قضاياهم شوفي كيف المرأه مهانه عندهم شوفي قضايا الابتزاز والاعتداء	sadness	0.387
2018-Ar-02022	معاناة طلاب الشهادة هالايام: -صباح الخير ماما -اديه قلتلي بتجمع #خايفة_ابن_خالتك_يسبقك	sadness	0.313
2018-Ar-04155	و ممكن تكون زعلان من حد جدا بس فى نفس الوقت واحشك جدا أصل الغلاوه واالحب ملهمش علاقة بالزعل	sadness	0.484
2018-Ar-03465	هه لا الوضع مو طيب معاك يحتاج لك دكتور متخصص لا تتردد بالتواصل معنا عشان نشوف لك حل	sadness	0.250
2018-Ar-00214	عن التنهيدة اللي بعد وجع مثلا 💔	sadness	0.656
2018-Ar-02826	ودي اعلمك ب همومي ولكني اخاف اعلمك فيها ما تقدرها #أخاف	sadness	0.531
2018-Ar-03264	الشتيمه ما الا انها تعبير عن قليل من السخط والضغط اللي جوانا 💔	sadness	0.531
2018-Ar-03209	فى حاجات الزعل فيها لازم يركن على جمب بالنسبالى حتى لو الشخص اذانى 😅	sadness	0.313
2018-Ar-00888	شو بيزعجني لما كون عم فكر أو سرحانه و انتبه إني كازه عسناني بنتبه عأفكاري بلاقيها مم مش ولا بد #توتر	sadness	0.469
2018-Ar-01021	لأول مرة أشعر بأنني وحيد وبأنني أملك مصيري بيدي شعور بالفزع انتابني حين شعرت بأن لا ملجأ إلي سواي - سعود السنعوسي / ساق البامبو	sadness	0.719
2018-Ar-02397	وش هالكآبة بالاتراك الله ياخذهم كل نهايتهم حزن وبكبكا	sadness	0.531
2018-Ar-02390	@n0_marlb0r0_red صور الفضاء .. انا ماقدرش اشوف جوجل ايرث بيفتح مثلا مسحت الآب ، ممكن اصرخ من الرعب لو شفت صور كواكب 😖 😅	sadness	0.419
2018-Ar-00715	@Ezlam هي غريبة جدا عموما، ٣/٤ تويتاتها condescending.. حساها محبطة و غضبانة وناقصها حب. مش مبرر، بس يمكن تفسير لأتتيتيودها.	sadness	0.452
2018-Ar-00456	الشي الوحيد الي مخليني بهالحساب انو تقريبا محد يعرفني فيه وماني مستعدة اواجه حقيقة اني في حالة انكسار:(	sadness	0.613
2018-Ar-00982	بينما نحن مطحونين في حر القاهره ونيلها وزحمتها غيرنا بيلهو ع البحر وبيصنع المجد وبيشمم فخاده هوا	sadness	0.339
2018-Ar-01105	مع كل خبر وفاة ينقبض قلبي تضيق الدنيا في صدري وتغتال روحي نوبات فزع عاتية اللهم لا تفجعنا بمن نحب وقنا من فجيعة الفراق 💔	sadness	0.766
2018-Ar-03104	اللهم لا تخزنا يوم العرض عليك الدعوة فيها كمية هلع و ذعر كبيرة حرفيا لما بسمعها بيتنقلوا ليا اضعاف 🙈	sadness	0.500
2018-Ar-00928	#رفض_علاج_هدا_العنزي ياربي لين متى اهمال الصحه	sadness	0.515
2018-Ar-01457	للأسف أصبح الطلاق في مجتمعنامن أسهل الأمورفلايهمه مصلحة الأسرة ومصلحة الأطفال بقدرمايكون همه حرق قلب امرأة شاركته عمرها #قسوة	sadness	0.500
2018-Ar-01299	مالي خلق مقابلة أي كائن بشري خصوصا لما يكون يجيب لك الهم والضيقة ودي أجلس في البيت 💔	sadness	0.609
2018-Ar-03955	دعني اعبد الله بلا إكراه بلا ترهيب دعني اود لقائه بلا تعقيد بلا ذلك الخوف المهيب	sadness	0.328
2018-Ar-03114	ومين اللي انفضح من انفضح قتلة الاطفال والنساء والشيوخ ومثيري العنصريه بين المكونات العربيه ومن اعتدى على الاعراض من الذي انفضح	sadness	0.703
2018-Ar-04244	°° شعور قاتل عندما تختزل كل ذكرياتك في شخص غااب وكأنك عشت كل عمرك معه #حسرة_الذكريات	sadness	0.733
2018-Ar-01534	نص الكباية الفاضى هفضل مرعوب لحد النتيجة خايف اشيل كيميا	sadness	0.469
2018-Ar-03269	اللهم أبدل حزن أمي بفرح تبكي من شدته ، اللهم جنب والداي أذى الدنيا وأطل بأعمارهم وأحفظهم لي🖤🖤	sadness	0.563
2018-Ar-02603	اليمن و اطفال اليمن و شعب اليمن و الله ينتقمون من عداء بريطانيا عليهم اللهم زدهم	sadness	0.547
2018-Ar-00365	قداش ما تويتر أصبح مكان مزعج ويجيب التوتر بدل ما كان مريح ويغير جو البنادم 😒	sadness	0.452
2018-Ar-03696	@AlArabiya كله جيش ايراني مافيه لاعراقي ولا سوري الا الخونة منهم قبحهم الله	sadness	0.469
2018-Ar-01057	ياحزني اللي ممتليئ وسط صدري.!🖤\nاذا العمر هذا أوله .. وش أخيره.؟؟\n.\n#حزني_أنيق	sadness	0.828
2018-Ar-04172	كنت متفائل في مرحله ما من حياتي لكن الأن للأسف اليأس يخيم حياتي	sadness	0.645
2018-Ar-03335	شكرا من الأعماق حيث الضجيج والتشتت وال #غصة	sadness	0.391
2018-Ar-00008	- أنا ڪنت #زعلان شويﮧ مش أڪتر 💔 ✋ ڪنت محتاج شويﮧ وقت #مڪانش لازم تسيبني :( 💔 -	sadness	0.688
2018-Ar-03663	البسي يا مهجتي ثوب السواد فعلي الكرار قد آن الحداد ⚫ ️ ضربة هدت أساقيف العماد 💔 #فعلها_الشقي_بغدر_الوصي #ح_ي_د_ر_ه #ياعلي #ياعلي_مأجورين	sadness	0.531
2018-Ar-03485	انا واثق في مستوى وقوة اليوفي لكن خايف من الحظ اللي دايم يخذلنا ف النهائيات خسارة ٦ نهائيات من اصل ٨ شي مرعب	sadness	0.281
2018-Ar-02513	قبحهم الله بئس المصير خانوا دينهم وأوطانهم حثالة الفكر المجوسي	sadness	0.500
2018-Ar-01358	من كثر ما شهدت الخبر أنصدمت #غلطة_سراي يريد التعاقد مع #دانيلو و #ماثيو أستر يا ستار على اليمين و علئ اليسار راح يتغير الأسم الئ #غلطة_العمر	sadness	0.406
2018-Ar-01361	@_hiiiiind @FTLadies قله ادب 😠\nابغا اعرف على الاقل متى لأني جالسه استنى من ٣ شهور	sadness	0.355
2018-Ar-01081	@_NoMear الفيديوهات دي ممتعة قوي و  بتعصبني 😠	sadness	0.281
2018-Ar-01442	خايف من الوقت ما أخاف منك ضامنك بس الليالي ويش يضمنها	sadness	0.500
