ID	Tweet	anger	anticipation	disgust	fear	joy	love	optimism	pessimism	sadness	surprise	trust
2018-Ar-03502	@NRJEgypt @KindaAlloush @amryoussef100 احلى مسلسل اذاعي بجد خفة دم عمرو و كندة و ايهاب فهمي مش معقولة رجعوني احب اسمع مسلسل في اذاعة😍😍	0	0	0	0	1	1	0	0	0	0	0
2018-Ar-01376	@ttrraaf ماجد المهندس افادنا بأخلاقه الطيبة وحسن سلوكه انتي تستصغرين منه على اي اساس مع احترامي على الاقل ماهو مهرج 😘	1	0	0	0	0	1	1	0	0	0	0
2018-Ar-03803	النهارده فيه كسل رهيب في الجو! أول يوم أحس بخنقه كده من اسبوع مثلا!! اللهم نشاط وفوقان كده يارب 🙏	0	0	0	0	0	0	1	0	1	0	0
2018-Ar-01566	متل ما اجا #مطر💦 بنص #الصيف🌼 رح تجي #فرحة😍 بنص #الوجع💔 #يارب🙈❤	0	0	0	0	0	0	1	0	0	0	0
2018-Ar-03645	هامورة تقتبس كلامي وتفسره على كيفها وتشتمني بعدين اذا حققت مرادها تبلكني \n#قصة_افلاس_قصيرة\n#غيرة\n#حقد	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-02037	أحياناً أحس أني روحي خُلقت في مكان آخر\nوإلا وش تفسير الاستياء من لحظة ولادتي إلى الآن من العيش في السعودية	1	0	0	0	0	0	0	1	1	0	0
2018-Ar-02535	يسوي نفسه حزين على فراقي وانا ادري انه اسعد انسان بدنيا	1	1	1	0	0	0	0	1	1	0	0
2018-Ar-03731	#بهجة_أمل \n٨٨.اجمل حاجة في الحياة لما ماما تشوفني مضايقة من شي و تقولي أمل من علمني دايما انو اي موقف مو كويس حيعدي و انو اضحكي و استانسي😍💕	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-02380	يفسرون غضبي شر يفسرون مزاجي المتقلب نفاق كل ما اصبح حزين وغاضب يخبروني بان هذه شخصيتي الحقيقه وكاني جبل يتحمل كل شي ولا يحس	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-00985	أكره السلبييييييين!! ياخي لا تسوي فيها انك فاهم الكُفت وانت ما تدري ايش بيسير. خلي سلبياتك لنفسك 😡😡😡😡	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-04381	يارب بحق سقوط المطر حقق كل أمنياتي وابعد عني وعن احبتي كل شر واحفظهم لي 🙏 #مطر 💦 💦 💓 💓	0	0	0	0	0	1	1	0	0	0	1
2018-Ar-01700	أقسى شعور يراودك وأنت مخذول 💔 إننك على كثر الوجع كنت طيب	0	0	0	0	0	0	0	0	1	0	0
2018-Ar-02865	ابي حمام بغرفتي عشان اتروش و أخرج و مايكون قدامي ناس لاني صرت أخاف اذا تروشت و طلعت و لقيت قدامي أحد أو سمعته يسولف.\nمدري شعور يضايق ويخوف	1	0	0	1	0	0	0	0	1	0	0
2018-Ar-02173	حفظت السور اللى بتيجى فى الامتحان وطلع الدكتور مبيكررش الاسئله \nحاجه مرعبه يعنى	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-02721	بعدين متقوقع كيف غريب اصلا ان تضرب أمثلة خارج ظروفك الموضوعية علی الساحة الإقليمية والمحلية والدولية وأدوات التي تملكها	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-01740	يارب أيام جميلة و أخبار مفرحة و نفس مقتنعة و قلب مرتاح و راحة بال و توفيق من عندك 💕 ✨	0	1	0	0	1	1	1	0	0	0	0
2018-Ar-03082	فول تعب عقب التمرين بس احلي شعور #خميس #ويكند #قطر #رياضة #الحمدالله	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-03258	الأتراك تاريخهم اسود ملطخ بدماء المسلمين وغير المسلمين الله ينتقم منهم	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-03738	ايوه انا اللي بغلط دايما وانتو ماشاء الله \n\nبتشخو كنافة بالمانجه 😤	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-00008	- أنا ڪنت #زعلان شويﮧ مش أڪتر 💔 ✋ ڪنت محتاج شويﮧ وقت #مڪانش لازم تسيبني :( 💔 -	0	0	0	0	0	0	0	0	1	0	0
2018-Ar-02580	خذاه الوقت و ظروفه و خلاني وحيد ما أملك سوا صورة و تنهيدة	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-00576	لما تشتاق لشخص ميت هو الموت الاساسي تحس انك جسد بدون روح هو الذبول والوجع الي ما تحس فيه ولا تقدر توقف.	0	0	0	0	0	0	0	0	1	0	0
2018-Ar-03434	مكرهش ف حياتي قد الشخصية المادية 😠	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-01522	أسترق النظر الاحظ ارتجاف أصابعك الحركة الرقيقة لعنقك أثناء ابتلاعك لريقك يدك الحائرة تارة بين خصلات شعرك وتارة حول فمك	0	1	0	0	0	1	0	0	0	0	0
2018-Ar-00040	#فرحو_المواطنين تره الشعب محتاج فرحه ويستاهل خير الكويت خلوه على الكويتين شوي	0	0	0	0	1	0	1	0	0	0	0
2018-Ar-01034	طز مدريد #خيانه #غدر	1	0	1	0	0	0	0	1	1	0	0
2018-Ar-00997	ودي ابني بيت لفقير محتاجه ودي اشوف فرحته و اعطيه عمل كأني بنيت له بداية الطريق و هو يكمل بنفسه الله شعور جميل 😭 💙 ✨ #حلمك_مع_طلبات	0	0	0	0	1	1	1	0	0	0	1
2018-Ar-02330	صلاة الفجر ابتسامةالسعداء وطمأنينة الروح وعشق الأنقياء لركعتين يرون بها نعيم الجنة	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-00440	شوية كلاب وحشرات ولا دم عندهم ولا نخوة إعلن الحداد في البلاد اللى ماتوا برضه بني آدمين ليه مصمم تبيع الدم قبل الأرض مين المستفيد مين 😏 😏	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-02199	واللي كلامهم زي المطر يسقينا\nوينبت فينا من كلامهم ورد !\nكيف نجازيهم ياربي ؟💕	0	0	0	0	0	1	1	0	0	0	0
2018-Ar-02145	أنتي مجموعة #سعادة في "قلب إنسان" 💜 😍 😘 بإنتظار اللقاء الملكي ع #نار 😭	0	1	0	0	1	1	1	0	0	0	0
2018-Ar-01179	@yellow1010101 @s_almogren مبسوطين ولله الحمد والمنه ولا حاسين بنقص ولا غمه \nالله يطول في اعمار حكامنا مش مخلينا محتاجين لحد	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-04354	لا تدققيين والله ضغطي مرتفع وزاقة معي 😓	1	0	0	0	0	0	0	1	1	0	0
2018-Ar-00863	اذان الجمعة على اصوات المطر رائحة البخور قهوة امي ضحكة ابوي ما بقى حزن بالدنيا	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-02074	#عبدالله_الفوزان \n\nدموعه على فراق والديه والحرقه الي عليهم  تخليك توقف بينك وبين نفسك وتقول وش هالدنياء يالله ..!\n\nاللهم ارزقني برهم .	0	0	0	0	0	0	0	0	1	0	0
2018-Ar-00583	من المعيب أن تدفع أموال طائلة على زينة الاحتفالات والبهرجة الفانية..\n\nوالله يقول ( من ذا الذي يقرض الله قرضا حسنا فيضاعفه له أضعافا كثيرة..	1	0	1	0	0	0	0	0	1	0	0
2018-Ar-00688	#شاهين_باحتفالية_مسرح_السلام السعادة فى القرب من الله	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-01321	#اسعد_امك_بسهم\nتصدق بنية ما تريد\nالوقف موجود اليوم بكرا مو موجود\nالوقف هذا لك بالدنيا والاخرة\nوالي خايف ان الوقف كذب\nالوقف كان بقناة بداية..	0	0	0	0	0	1	1	0	0	0	0
2018-Ar-00621	قالت لزوجها : شايف الرجال اللي يرقص ذاك 😊\n\nقال لها :ايه شايفه😊\nقالت ذا قبل خمس سنوات تقدم لي ورفضته😨\nقال لها ما شاء الله إلى الآن يحتفل\n\n😂😂😂	0	0	0	0	1	0	0	1	0	0	0
2018-Ar-00994	وصلني ع الخاص منذ قليل من صديق: ”أكثر الناس حرصا على عدم إثارة الفزع في قلوب العصافير هو الصياد "	0	0	0	0	0	0	0	0	0	0	0
2018-Ar-04004	ياما حاولت الفراق و ماقويت \nكنت ابي انساه لكن مانسيت ...	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-02366	حتى خرج لنا جيل مسعور جنسيا ومتعطش لأي احتكاك جيل تفكيره منصب بالكامل على الجنس جيل قليل الوعي جيل منافق ومستشرف	1	0	1	0	0	0	0	1	1	0	0
2018-Ar-02372	بس تبلش دعاية #rigenforte  بتحِس بدك تقول للبِنت يلي عم تعمل الدعاية : بعذبِك لو سمحتي كلي خرى #إزعاج #إنوِتار #قرف	1	0	1	0	0	0	0	1	0	0	0
2018-Ar-00479	ربي اجعل امي سعيدة الدارين قريرة العينين لا تشكي هم ولا حزن ولا مرض واحفظها لي فهي لي الدنيا بأكملها❤️ 😴	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-02076	@79ixii المشكله في ضميرك مو الاكل\n اسفليه 😗	1	0	1	0	0	0	0	1	0	0	0
2018-Ar-03805	بركات تصدق اسم حلو هاسيبهم لوقت العوزه وأنا عارف انك بتخاف من امك	0	0	0	0	0	1	0	0	0	0	0
2018-Ar-00855	من الفرحه مدري وش اغرد	0	0	0	0	1	0	0	0	0	0	0
2018-Ar-04242	شوفت #قسوة و #ظلم ليه من ناس كتير دول باعوني و ندموني على حسن #الضمير	1	0	0	0	0	0	0	1	1	0	0
2018-Ar-03812	الف مليون مبروك الثقة الملكية أمير شاب وممارس للرياضة مثلك واثق انك راح تسوي نقلة كبيرة كلنا ثقة فيك ❤️❤️	0	0	0	0	1	1	1	0	0	0	1
2018-Ar-00887	المخابرات الحربية بقت وصمة عار وإهانة الدولة ومحاولة هدمها وطولة اللسان والبذائة بقت شرف والله الدنيا ماشية بظهرها	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-04316	في ناس كدا مجرد مانكلمهم لو دقيقة بنحس براحة وبنبقي فرحانين حتى لو قلنا ازيكوا وردوا بس ب الله يسلمك 💕	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-02700	- أخاف أن تقتل أولادنا التعاسة وضيق الاحتمالات - جرعة أمل ويعودا للحياة فلا تقلق	0	0	0	1	0	0	1	0	0	0	0
2018-Ar-02309	الحمدلله غيرنا مش لاقي ياكل 🙏\n#غربة	0	0	0	0	0	0	1	0	0	0	0
2018-Ar-03035	ابوي||تدور فرحتي وهي في مبسمك انت بس ابتسم ويبتسم قلبي معاك	0	0	0	0	1	1	0	0	0	0	0
2018-Ar-00282	طاري الموت يجيب لي قشعريرة,يأثر علي ويرجعني ثلاث سنين ورا.	0	0	0	1	0	0	0	1	1	0	0
2018-Ar-02360	لما كلام اللي بيوجع ما يطلعش ساعة غضب او نرفزة يبقي حقيقي و ما ييقالوش عذر نعرف نسامح بي و ننسي اللي حصل	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-02325	امان الا ذي 🤦 🏻 ‍♀️ اي أمان ياقلبي انتي ابحثي شوفي قضاياهم شوفي كيف المرأه مهانه عندهم شوفي قضايا الابتزاز والاعتداء	1	1	1	0	0	0	0	0	1	0	0
2018-Ar-03185	احساس دايم بالفراغ والضجر .. \nوحوله كثير أشياء تملي الفراغات ..	0	0	0	0	0	0	0	1	1	0	0
2018-Ar-03431	تجيني فترات ما اطول فالنوم عكس نومي اول اقوم بي شعور بالفزع و تأنيب الضمير مع اني مالقيت السبب	0	0	0	1	0	0	0	0	1	0	0
2018-Ar-01872	في الم كده تحس أنك بتربي من أول وجديد تبقي شبه الكتكوت المبلول يخليك تعد النجوم وتعد أي حاجة علشان تنسي .\n\n#ألم#الأسنان وخلع الضرس	1	0	0	0	0	0	0	1	1	0	0
2018-Ar-00909	اخي لا نعتب على الدول التي تآمرت وخذلت الشعب الفلسطيني والسوري عتبنا على حركة حماس التي تتودد بعلاقتها مع الحكومة المجوسية #إيران	1	0	1	0	0	0	0	1	1	0	0
2018-Ar-00382	لاتنتظرون احد يمطر عليكم فرح اذا م بذلت جهدك ع نفسك صدقني محد راح يجري ورا سعادتك وانبساطك هذا عيدك وهذي حياتك ✨ ❤️	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-03723	* أحساس مرعب * أن تقف أمام الغرفة الزجاجية تنظر إلى عزيز يتوسد جراحه تحصي دقات قلبه وتنتظر قرار الحياة به إما بداية تمنحك فرح	0	0	0	1	0	0	0	0	1	0	0
2018-Ar-02679	عايزنا نرجع زي زمان ..طب وقت تاني عشان زهقانه \n#ريح_المدام \n#بهجت_و_سلطان	0	0	0	0	1	0	0	1	0	0	1
2018-Ar-03305	هي مباغته لكن تضمن ان اللاعبين مستعدين لها باين الارتباك بعيونهم و الخوف من الهزيمه	0	1	0	1	0	0	0	1	0	0	0
2018-Ar-01681	كل اللي بيحصلنا ده نتيجه اننا موصناش السوايسه واعتمدنا ان الدنيا هايصه كده كده #ندم	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-01955	ما فيه جوائز قيمه للي يقسون بالكلام "ببشاعه" هدو الوضع.	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-00662	كل سنة و انتى طيبة يا هداف 😂 😂 و عيد سعيد عليكى 😂 😂 💃 🏻 💃 🏻 💃 🏻 و عقبال مليون سنة يا رب 😄 😄 و ربنا يتوب عليكى من اعياد الميلاد فى الامتحانات🤣🤣	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-00141	يارب تطلع النتيجة الي فيها خير بموت من التوتر💔💔	0	1	0	1	0	0	0	0	0	0	0
2018-Ar-02006	مش بالدموع هترجعني 💃	0	0	1	0	0	0	0	0	1	0	0
2018-Ar-00136	ليه في برنامج #الصدمه كان السواق مصري ليه مكنش من نفس البلد ال كان فيها المقلب😠  ليه الاستهزاء ب لمصري😡  \n#للمصري_كرامه	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-02924	اليوم حلمان بالسيباس قمت من النوم ناشف ريجي وميت من اليوع 👀 أخوي هذا من #الرجيم وله من #غنجةوملاس 🐟 #تعبان #حلم 😑	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-01401	مش غلط وهم بالسجن ياكلوا من #الدجاج_الفاسد الذي أرسلوه لاهلنا \nخلي يمشي عليهم المثل القائل : من حفر حفرة لاخيه وقع فيها\n#بس_بقول\n#الاردن	1	1	0	0	0	0	0	0	1	0	0
2018-Ar-02812	تحدثت واخوتي عن الاوضاع الراهنة بما إننا من نبلاء البلد لم أخفي اسفي حينها عما حدث من باب حرية رأي استشاطوا غضبا وكأني ساب ابوي بقبره	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-03986	#حيوية_الربيع على طول خلك ماشي 🏃	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-01785	يقلقون راحتي و يكرفوني ليلا و نهارا ثم يقولون أنت صاير غريب تصحى على الفطور مباشرة هذا ليس صيام لا بالله!!!!!!! عجبي	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-02379	الله رحيم والله لو عندي اطفال كان الحين مجنونه اركض بالشارع عندي هلع وخوف افقدهم يضيعون احد يخطفهم مو عادي حرصي يفوق الوصف	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-04002	أنا هطق لو مفتكرتش أحمد مالك ده شبه مين و ممكن أبطل أتفرج عالمسلسل 😡	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-03178	بالنسبة ان انا فعلا تعبت 😖 مش عارفة اذاكر ولا عارفة انام .offf😤	1	0	0	0	0	0	0	1	1	0	0
2018-Ar-01232	ويقول لك ذا تعامل راقي لامتصاص غضب المدخن شدخل العامل بغضبه الزق مرض والله	1	0	1	0	0	0	0	1	0	0	0
2018-Ar-00218	احياناً السعاده تكون ع هئيه شخص محد ينكر هالشيّ👌🏻..	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-03367	#براءه_ساحره_الرياض \nلا يشيخ اسألك ب الله انت ووجهك براءه وين ب العقل هي قالت راح اتوب والهلع الي جاها في الموقف اكبر دليل ع انها ساحره😷🔕🚶	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-03705	نعم أختي بكل سرور 🌹 ❤️ 🌹	0	0	0	0	1	1	0	0	0	0	0
2018-Ar-00319	اتوقع عندي بس ماشفت احد اشتكى 😪 ثلاث ايام ما اقدر العب مهمه وحدة لازم يلعق واليوم رابع	1	0	1	0	0	0	0	1	1	0	0
2018-Ar-03651	ليش م نكسر هالزعل ونبطل نكابر؟	0	1	0	0	0	0	0	0	1	0	0
2018-Ar-03166	مش بحب انتقم من حد \nبس هو واحد بس نفسى اوى انتقم منو 😠 👊\n\nأبو عواجه 😒 😭..... يا رب تموت يا شيخ 😑😂	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-00300	هذه نتيجة الصيام كيف اندحر به والآن ينتقم كذلك الخل يدحره يريد عبادة روح استشاط غضب بشكل لم يسبق له مثيل	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-03722	يارب البسمة اشوفها دايماً ع وجيه اهلي يارب تبعد الضيق عن قلوبهم 💭💜*.	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-01541	لا زالت كربلاء تنزف من جرح يزيد الملعون ولازالت دماء الحسين معلقة في سماءها الحمراء ترقب شمس الحرية #كربلاء تفجير ارهابي وهابي ملعون	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-02093	@almobarqa3a اي لاحظت التأخير بين التغريدات قلت اكيد مشغوله 😀	0	1	0	0	0	0	0	0	0	0	0
2018-Ar-02909	هذا الي مو قادر يرقعها اعتذر الاعتذار من شيم الرجال الحكومه الله يعزها تقول الشعب القطري شقيق ومصلحته اولوية	1	0	0	0	0	0	1	0	0	0	0
2018-Ar-00244	@Below19 أنا ضد مدريد حتى في حقهم بالحياة\nالمفروض يتم منعهم من التكاثر\nوالقضاء عليهم\nمو بس لحية خسارة كرة قدم\n\nالموت لمدريد\n😤😤😤😤😤😤😤😤😤	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-02207	@dena1985h احب حسابك و احب كل اللي تكتبيه جد تفيدينا كثير❤️الله يسعدك سعادة الدارين❤️❤️	0	0	0	0	0	1	0	0	0	0	0
2018-Ar-02465	محادثة بسيطة بمثآبه حضن وشويه كلآم يخلق الراحه مِن الشخص المطلوب .. واحنا بخير 😴❤️..	0	0	0	0	1	1	0	0	0	0	0
2018-Ar-04315	اة يا دولة\nمش عارفين نستقبل فيها معايدات\nولا عارفين حتى نعيد على حد\n#قهر\n#وجع\n#حسرة\n#ذل\n#مهانة	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-04059	صار جزء لا يتجزأ من حياتي #رعب	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-00353	دام بدايتها ضحكه يعني حب كوعك	0	0	0	0	1	1	0	0	0	0	0
2018-Ar-03244	الناس ميتين جوع في ذمتكم الله لاسامحكم	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-03679	آسف على نفسيتي المتقلبه على غضبي المفاجئ واسف لقلبك المسكين الذي يعاني من مزاجيتي بدون ذنب منه اسف لحظك اللي أعطاك شخص سيء مثلي يحبك 😴	1	0	0	0	0	1	0	0	1	0	0
2018-Ar-00842	om hassan | أم حسن\nقاطعوا المحل الغير محترم ده فى مدينة نصر  .. اعتدى على بنات بالضرب علشان منتقبات ومختمرات .. النجاسه فى ازهى صورها	1	0	1	0	0	0	0	0	1	0	0
2018-Ar-00537	السكه مش طويله فاضل عالحلم خطوه وهعدي في يوم وليله لكن خايف يا بكره جايز علي قد خوفنا فرح الأيام يشوفنا وينور كل ليله	0	0	0	1	0	1	1	0	0	0	0
2018-Ar-03769	محادثة قديمة جدا قد تمدك بالدفء في أكثر أوقاتك بردا وحاجة لشخص يبتسم لك من قلبه تعيد إلى روحك النشوة بعد وقت عصيب من الجمود والرتابة	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-03804	أشهر عبارتين في العالم #I_LOVE_YOU #MADE_IN_CHINA والعبارتين مافيهمش لا #أمان و لا #ضمان	1	0	0	0	0	0	0	1	0	0	0
2018-Ar-00824	انا اخاف كثير من الحيوانات بس احبها من بعيد لبعيد ودي اقدر اشيلها بدون خوف واعتني فيها هل فيه احد عنده حل خصوصا ان ودي ودي بس فيني رهبة	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-02897	لما الإمام يدعي للأموات بتيجيني غصة رهيبة و الدموع ما بتوقف بشوف بهاي اللحظه وجه ستي رحمة الله عليها فهي كانت أول فقيد لقلبي 💔 💔	0	0	0	1	0	0	0	0	1	0	0
2018-Ar-03559	زيزي كان لازم تاخد الم على وشها انها بتعامل الوسخة آية بالأدب دا و استفزتني جدا ومش طايقة ضعفها و استهوانها بكرامتها كدا #لا_تطفئ_الشمس	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-01135	كمثال عن صديق أخبرني برأي سلبي عنه وكان منزعج بشكل أزعجني معه،أنا أشوف فيه عكس الشيء ذا تماماً..ياجماعة ترا الطين واحد بس الأرواح مختلفة!	0	1	0	0	0	0	0	1	1	1	1
2018-Ar-02028	٩ ٪ من #توتر نفاق إلكتروني	1	0	1	1	0	0	0	0	0	0	0
2018-Ar-02107	بالوقت اللي تبعد عن الناس اللي تضايقك باستمرار او تكون مصدر إزعاج بالنسبة لك حتى لو تحبهم بترتاح بشكل كبيير وتفتك منهم اكثر من انك تكون حزين	1	0	0	0	0	0	0	0	0	0	1
2018-Ar-04222	@h3yran والله ياخوك مدري بس الافراح كانت عارمه😂💔	0	0	0	0	1	0	0	0	0	0	0
2018-Ar-01819	صباحي في اتم الارتياح انك الحلم الذي تحول الى واقع بمشاركة الاماني واحلام بالمنام	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-01464	الإعلان جميل جداا بجد😍كل شويه اعيد فيه و اتفرج عليه😍😍\nالبرنس ❤💪 ربنا معاك يااآرب يا احسن برنس💖و ربنا يشفي كل مريض💔\n@ahelmy \n#ماس_احمد\n#حلمي	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-02392	@zzasho ب 30 الف نفر الدنيا كلها مع بعض بدون اي تكاليف و نعيش عيشه صعبه بالديون ! ليش الكل يتذمر من الزواج! عشان الديون بس	1	1	1	1	0	0	0	1	1	0	0
2018-Ar-02195	جوايا احساسا مش عارفه اوصفه \n#فرحانه 😊 اني خلصت ولا #زعلانه😢 \nوالشعور الاغلب مصدومه 😮 ومش \nاني مش هاروح جامعه تاني😖	0	0	0	0	1	0	0	0	1	0	0
2018-Ar-02536	بحب جدا الناس البسيطه اللي كلمه صغيره او خروجه عاديه او قعده حلوه ممكن تفرحهم بحب اتعامل معاهم جدا وممكن يفضلوا ع بالي طول الوقت 💙	0	0	0	0	0	1	1	0	0	0	0
2018-Ar-03126	بلحظة منكون عم نضحك ولحظة التانية بتخلونا نتوجع❤مسلسل #كاراميل كامل متكامل فيو الضحكة والغصة والوجع والدمعة وفيو الأمل\n@MaguyBouGhosn برافو😍	0	0	0	0	0	0	0	1	1	1	0
2018-Ar-00945	الأولاد هم بهجة البيوت ومصدر حرارتها نبعث حياة البيت بمرحها وأصواتها وتتلون الحياة بمراحل أعمارها ومطالبها وتنشغل القلوب والعقول باهتماماته	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-01338	كأنها نهاية العاااالم انو جاكيتك يكون بيعد عنك 😤💔😒	1	1	1	0	0	0	0	0	0	0	0
2018-Ar-02516	سؤال\nهي محادثات فيس بوك اللي في الرسايل لو اتحذفت من الطرفين\nممكن أي وسيلة ترجعها ؟\nواحد صاحبي العملية قلبت ضلمة معاه و مرعوب و عاوز يتأكد 😂	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-02394	جيزان قبل قليل كمين محكم يؤدي بمقتل اكثر من 5 عسكريين سعوديين بينهم ضابط واسر 2 هذا سبب تحليق طائراتهم الجبانة بشكل هستيري الى جهنم	1	0	1	0	0	0	0	0	1	0	0
2018-Ar-00030	لم أعد أثق في الأحداث إيران تتربص وتجاهر والغرب يريد حصص وبعض من أهلها فتنو بعيال دحلان لن أغامر بخسارة مكة والمدينة حتى ولو بأذى صغير #	1	0	0	1	0	0	0	1	1	0	0
2018-Ar-00914	@ShababRadioOman اتفق مع الاخ ناصرالزيادي\n\nباتت المفرقعات تشكل خطوره قصوى من حيث الاضرار التي ممكن ان تخلفها\n\nالحل هو توعية الاباء للابناء	1	1	0	1	0	0	0	1	0	0	0
2018-Ar-01896	#قطع_كهرباء_الرويس_جريمه2 #حي_الرويس ما سيحدث من قطع الكهرباء ستعيد الحي للعصر الحجري ناهيك عن ذعر الاطفال والعجائز وسؤ حالة المرضى	1	0	0	1	0	0	0	0	0	0	0
2018-Ar-01845	أين المسئول الذي ينزل للشارع ليسمع معاناة المجتمع والناس	1	0	1	0	0	0	0	0	0	0	0
2018-Ar-00031	انا وياك انكتبنا فسطور الراحلين لايرجعنا عتاب ولايرجعنا حنين ولا شوق لذكرياتنا اللي مابين فرح وأنين،انتهينا فدرب الحب وبنفترق سنين	0	0	0	0	0	0	0	0	1	0	0
2018-Ar-02826	ودي اعلمك ب همومي ولكني اخاف اعلمك فيها ما تقدرها #أخاف	0	0	0	1	0	0	0	0	1	0	0
2018-Ar-02954	#اهالي_القصب_متذمرون_من_stc\n\nبرج الاتصالات مافيه الا شريحه وحده فور جي اللي تشتغل وعليه ضغط مو طبيعي	1	0	1	0	0	0	0	1	0	0	0
2018-Ar-01814	بتشتري ثياب كل شهر عا قد راتبي ؟ اي شو بدنا نأكل 😠	1	0	0	0	0	0	0	1	0	0	0
2018-Ar-01804	قلبي يخفق بسرعه #خفقان #توتر	0	0	0	1	0	0	0	0	0	0	0
2018-Ar-00286	الأردن من شفتني و شافوني بحرهم ميت و هم ابطال في تطفلاتهم و ايضا يريدون رعاية خاصة لكثرة المعاقين اشطلعت هاي يعني الله غاضب عليهم	1	0	1	0	0	0	0	1	0	0	0
2018-Ar-02100	وشو حانق	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-03474	#شور_بيت18 اللهم قوة ثم راحة بال ثم إستجابة لأدعية نتمناها كثيرا	0	0	0	0	0	0	1	0	0	0	0
2018-Ar-00867	ولا كلمة ولا عذر ولا تبرير ممكن يمتصوا غضبي،حاسة حالي بركان طول ماأنا مفتكرة الكلام اللي انقال.	1	0	0	0	0	0	0	0	0	0	0
2018-Ar-02233	@le_minaa @fadysameh15 -حضرتك ابنك فاشل وبشتكي منه اهو 😠\n=وانا مالي ماتكلم ابوه 😂😂\nاية العيلة دي	1	0	1	0	0	0	0	1	0	0	0
2018-Ar-02919	ليت الأحاسيس تتصور وصورها ودي تشوف بعيونك كيف تحزني	0	0	0	0	0	0	0	0	1	0	0
2018-Ar-00651	شكرا لك ربما تسرعي في الكتابة ساعة ما فجعني خبر مقتل أبرياء وهم يتسحرون جعلني أقتصر على بضع كلمات تعبر عن غضبي	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-00790	قمة الراحة النفسية لم تشوف علي خان يغرد ^ ياخي تحس بسعاده ابديه موو	0	0	0	0	1	1	1	0	0	0	0
2018-Ar-01478	لاا كفاية وجع بطن 😣	1	0	0	0	0	0	0	0	1	0	0
2018-Ar-01100	يالا الأسى. . حتى الوطن بات مثلنا تماماً  ، شيئاً طارئاً \n#ليبيا #سهرية	1	0	0	0	0	0	0	1	1	0	0
2018-Ar-03858	والله إن في قلبك بساتين من الفرح والسعادة والجمال فقط يحتاج منك إلى أن ترويه بقطرات من الثقة والتفاؤل والإيمان فدع عنك الهم	0	0	0	0	1	0	1	0	0	0	0
2018-Ar-01254	أمر غريب حين تجد اكاونت بتويتر يضج بالحياة والموسيقى والرقص والألوان وبعد التعرف إلى صاحبته تجدها في عزلة واكتئاب	0	0	0	0	0	0	0	0	1	1	0
